ID,SEQ_ID,ROAD_NAME,NUMBER,METER,REMARK,geom,persistentid,DISTANCE_FROM_ORIGIN,length
25714,106,Mahatma Gandhi Marg,479UP,16,,"LINESTRING (77.25657706052688 28.57123454348611, 77.256522419013521 28.571196977445673, 77.256201400122521 28.570980118939527, 77.25579841896149 28.570790581190057, 77.255771098204818 28.570780335906303, 77.255231513260384 28.570491760413869, 77.255122230233667 28.570396137765488, 77.254664607559278 28.570023892455723, 77.2542957773441 28.569578222612382, 77.254084041479828 28.569164996167594, 77.254022569777291 28.569030099931489)",535405809,10848,385
25715,107,Mahatma Gandhi Marg,479UP,20,,"LINESTRING (77.254022569777291 28.569030099931489, 77.2539064565614 28.568808118783462)",535405809,10875,27
25716,108,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.2539064565614 28.568808118783462, 77.253913286750574 28.568598090466484)",535405809,10898,23
25717,109,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.253913286750574 28.568598090466484, 77.253920116939739 28.568379524413043, 77.253913286750574 28.568369279129289)",535405809,10923,25
25718,110,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.253913286750574 28.568369279129289, 77.253885965993888 28.56829414704842)",535405809,10931,8
25719,111,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.253885965993888 28.56829414704842, 77.253879135804723 28.568290731953834, 77.253694720697126 28.567911656454896, 77.253558116913737 28.567617958320586, 77.253100494239334 28.566813703545819, 77.253086833861 28.566803458262061)",535405809,11119,188
25720,112,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.253086833861 28.566803458262061, 77.253080003671826 28.566793212978308, 77.253011701780125 28.566697590329927)",535405809,11133,14
25721,113,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.253011701780125 28.566697590329927, 77.252991211212617 28.566666854478662)",535405809,11137,4
25722,114,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.252991211212617 28.566666854478662, 77.252888758375065 28.566545618620896)",535405809,11154,17
25723,115,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.252888758375065 28.566545618620896, 77.252806796105034 28.566429505405004, 77.252786305537526 28.566410722384788, 77.252458456457362 28.566087995946503, 77.252417475322346 28.5660435997169, 77.2523833243765 28.566017986507511, 77.2521989092689 28.565896750649742)",535405809,11260,106
25724,116,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.2521989092689 28.565896750649742, 77.252171588512212 28.565883090271402, 77.251823248864554 28.565727703467786, 77.251782267729524 28.565715750636738, 77.25119487146091 28.565565486475, 77.250347928003819 28.565437420428061, 77.250231814787938 28.565425467597013)",535405809,11486,226
25725,117,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.250231814787938 28.565425467597013, 77.249979097788639 28.565403269482211)",535405809,11514,28
25726,118,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.249979097788639 28.565403269482211, 77.249746871356862 28.565387901556576)",535405809,11539,25
25727,119,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.249746871356862 28.565387901556576, 77.249289248682473 28.565352043063434, 77.248565248630456 28.565297401550076)",535405809,11670,131
25728,120,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.248565248630456 28.565297401550076, 77.248496946738754 28.56529398645549, 77.2483740033337 28.565285448719028)",535405809,11691,21
25729,121,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.2483740033337 28.565285448719028, 77.2483740033337 28.565285448719028, 77.247383625904035 28.565210316638158, 77.247247022120646 28.565198363807109)",535405809,11816,125
25730,122,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.247247022120646 28.565198363807109, 77.2463659277177 28.565126646820826)",535405809,11914,98
25731,123,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.2463659277177 28.565126646820826, 77.246195172988465 28.565112986442486, 77.24558045596315 28.565068590212878, 77.24418026718331 28.564966137375329)",535405809,12157,243
25732,124,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.24418026718331 28.564966137375329, 77.243230870888667 28.564897835483627, 77.242882531241008 28.565051514739956)",535405809,12305,148
25733,125,Mahatma Gandhi Marg,479UP,14.8,,"LINESTRING (77.242882531241008 28.565051514739956, 77.2414481915153 28.56495418454428)",535405809,12465,160
25734,126,Mahatma Gandhi Marg,479UP,14.8,,"LINESTRING (77.2414481915153 28.56495418454428, 77.241386719812766 28.564949061902404)",535405809,12471,6
25735,127,Mahatma Gandhi Marg,479UP,14.8,,"LINESTRING (77.241386719812766 28.564949061902404, 77.241386719812766 28.564949061902404, 77.240457814085644 28.564884175105288)",535405809,12574,103
25736,128,Mahatma Gandhi Marg,479UP,16,,"LINESTRING (77.240457814085644 28.564884175105288, 77.240307549923912 28.564889297747172, 77.240177776329674 28.564891005294459)",535405809,12605,31
25737,129,Mahatma Gandhi Marg,479UP,14.8,,"LINESTRING (77.240177776329674 28.564891005294459, 77.239733814033627 28.564933693976773)",535405809,12654,49
25738,130,Mahatma Gandhi Marg,479UP,14.8,,"LINESTRING (77.239733814033627 28.564933693976773, 77.239699663087777 28.564935401524064)",535405809,12657,3
25739,131,Mahatma Gandhi Marg,479UP,14.8,,"LINESTRING (77.239699663087777 28.564935401524064, 77.239692832898612 28.564935401524064, 77.23782819125519 28.565107863800606)",535405809,12866,209
25740,132,Mahatma Gandhi Marg,479UP,14.8,,"LINESTRING (77.23782819125519 28.565107863800606, 77.237739398795981 28.565116401537068, 77.237309096878278 28.565157382672091)",535405809,12924,58
25741,133,Mahatma Gandhi Marg,479UP,14.8,,"LINESTRING (77.237309096878278 28.565157382672091, 77.236885625149725 28.565198363807109)",535405809,12971,47
25742,134,Mahatma Gandhi Marg,479UP,9.5,,"LINESTRING (77.236885625149725 28.565198363807109, 77.236311889259454 28.565254712867763, 77.235335172208138 28.565338382685095, 77.2342969834543 28.5654510808064, 77.2340920777792 28.565471571373909, 77.234064757022509 28.565474986468494, 77.233962304184971 28.565483524204957, 77.233832530590732 28.56549206194142, 77.232691888999341 28.565574024211461, 77.232241096514116 28.56561500534648, 77.231749322893876 28.565659401576085)",535405809,13545,574
25743,135,Mahatma Gandhi Marg,479UP,13.8,,"LINESTRING (77.231749322893876 28.565659401576085, 77.231079964355217 28.565719165731323, 77.23047890770826 28.565806250643242, 77.230417436005723 28.565819911021581, 77.229912002007154 28.565959929899567, 77.2296934359537 28.566048722358776)",535405809,13779,234
25744,136,Mahatma Gandhi Marg,479UP,13.8,,"LINESTRING (77.2296934359537 28.566048722358776, 77.229502190656945 28.566128977081522)",535405809,13802,23
25745,137,Mahatma Gandhi Marg,479UP,13.8,,"LINESTRING (77.229502190656945 28.566128977081522, 77.229502190656945 28.566128977081522, 77.228300077363031 28.566625873343643)",535405809,13946,144
25746,138,Mahatma Gandhi Marg,479UP,11.5,,"LINESTRING (77.228300077363031 28.566625873343643, 77.22613490739613 28.567506967746574, 77.225472379046636 28.567780175313374, 77.225014756372246 28.567964590420964, 77.2249806054264 28.567976543252012, 77.224331737455245 28.568225845156718, 77.2236828694841 28.568389769696797, 77.2230203411346 28.568500760270812, 77.22280860527033 28.568534911216663, 77.222624190162747 28.568558816878756)",535405809,14616,670
25747,139,Mahatma Gandhi Marg,479UP,17.5,,"LINESTRING (77.222624190162747 28.568558816878756, 77.222139246731672 28.568574184804387, 77.221319624031267 28.568620288581286)",535405809,14761,145
25748,140,Mahatma Gandhi Marg,479UP,17.5,,"LINESTRING (77.221319624031267 28.568620288581286, 77.2209029824919 28.568639071601503, 77.220486340952533 28.5686629772636)",535405809,14853,92
25749,141,Mahatma Gandhi Marg,479UP,17.5,,"LINESTRING (77.220486340952533 28.5686629772636, 77.220090189980667 28.568680052736525)",535405809,14897,44
25750,142,Mahatma Gandhi Marg,479UP,17.5,,"LINESTRING (77.220090189980667 28.568680052736525, 77.220090189980667 28.568680052736525, 77.219653057873785 28.568698835756742)",535405809,14945,48
25751,143,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.219653057873785 28.568698835756742, 77.21903151065932 28.568729571608007)",535405809,15014,69
25752,144,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.21903151065932 28.568729571608007, 77.218614869119946 28.568750062175518, 77.218567057795752 28.568751769722809, 77.218560227606588 28.568751769722809)",535405809,15066,52
25753,145,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.218560227606588 28.568751769722809, 77.218259699283109 28.568767137648443)",535405809,15099,33
25754,146,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.218259699283109 28.568767137648443, 77.217392265258511 28.568811533878048, 77.217194189772584 28.5688217791618, 77.2168936614491 28.568835439540141, 77.2167365670982 28.568843977276604)",535405809,15268,169
25755,147,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.2167365670982 28.568843977276604, 77.215855472695267 28.568888373506208)",535405809,15366,98
25756,148,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.215855472695267 28.568888373506208, 77.213758604620068 28.568994241438343, 77.213656151782516 28.568997656532929)",535405809,15611,245
25757,149,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.213656151782516 28.568997656532929, 77.2134102649724 28.569007901816683)",535405809,15638,27
25758,150,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.2134102649724 28.569007901816683, 77.212563321515319 28.569040345215242)",535405809,15732,94
25759,151,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.212563321515319 28.569040345215242, 77.212283283759348 28.569050590498996)",535405809,15763,31
25760,152,Mahatma Gandhi Marg,479UP,11,,"LINESTRING (77.212283283759348 28.569050590498996, 77.212092038462586 28.569052298046291, 77.209701472253073 28.569182071640519, 77.208608641985876 28.569248665984926, 77.208519849526667 28.569253788626806, 77.208417396689114 28.569258911268683, 77.208069057041442 28.569282816930777)",535405809,16232,469
25761,153,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.208069057041442 28.569282816930777, 77.206976226774245 28.569369901842695, 77.206518604099855 28.56940063769396, 77.205391622886808 28.569538949024654)",535405809,16531,299
25762,154,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.205391622886808 28.569538949024654, 77.204742754915657 28.569578222612382)",535405809,16603,72
25763,155,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.204742754915657 28.569578222612382, 77.204599320943075 28.56958505280155)",535405809,16618,15
25764,156,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.204599320943075 28.56958505280155, 77.204599320943075 28.56958505280155, 77.204373924700477 28.569595298085304, 77.204018754863625 28.569612373558229)",535405809,16682,64
25765,157,Mahatma Gandhi Marg,479UP,14.9,,"LINESTRING (77.204018754863625 28.569612373558229, 77.202919094407264 28.569667015071591, 77.202290717003621 28.569706288659319)",535405809,16874,192
25766,158,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.202290717003621 28.569706288659319, 77.201081773520528 28.569803618854991, 77.2004260753602 28.569832647158965, 77.200036754577511 28.569812156591453, 77.199852339469928 28.569803618854991, 77.19877316958106 28.569747269794338, 77.198568263905955 28.569737024510584, 77.196546527911636 28.569574807517796)",535405809,17514,640
25767,159,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.196546527911636 28.569574807517796, 77.196027433534709 28.569506505626094)",535405809,17572,58
25768,160,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.196027433534709 28.569506505626094, 77.195863508994634 28.569494552795049)",535405809,17590,18
25769,161,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.195863508994634 28.569494552795049, 77.19585667880547 28.569494552795049, 77.19576788634626 28.569487722605878, 77.195740565589574 28.569484307511292)",535405809,17603,13
25770,162,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.195740565589574 28.569484307511292, 77.1942106032155 28.569369901842695)",535405809,17773,170
25771,163,Mahatma Gandhi Marg,479UP,13,,"LINESTRING (77.1942106032155 28.569369901842695, 77.193903244702838 28.569347703727892)",535405809,17807,34
25772,164,Mahatma Gandhi Marg,479UP,18.3,,"LINESTRING (77.193903244702838 28.569347703727892, 77.193138263515792 28.569305015045579, 77.192994829543224 28.569298184856411)",535405809,17908,101
25773,165,Mahatma Gandhi Marg,479UP,10.5,,"LINESTRING (77.192994829543224 28.569298184856411, 77.191724414357608 28.569351118822478, 77.191198489791518 28.569364779200818, 77.190119319902649 28.569468939585661, 77.19003052744344 28.569477477322124, 77.1896070557149 28.569511628267971, 77.189484112309842 28.569530411288191, 77.189115282094662 28.5695730999705, 77.189074300959646 28.569576515065087, 77.186697395128476 28.569844599990009)",535405809,18612,704
25774,166,Mahatma Gandhi Marg,479UP,22,,"LINESTRING (77.186697395128476 28.569844599990009, 77.186383206426655 28.569888996219618, 77.186034866778982 28.569923147165465, 77.185495281834548 28.569974373584241)",535405809,18746,134
25775,167,Mahatma Gandhi Marg,479UP,22,,"LINESTRING (77.185495281834548 28.569974373584241, 77.184880564809248 28.570035845286771)",535405809,18814,68
25776,168,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.184880564809248 28.570035845286771, 77.184265847783948 28.570100732083887)",535405809,18882,68
25777,169,Mahatma Gandhi Marg,479UP,12,,"LINESTRING (77.184265847783948 28.570100732083887, 77.183931168514619 28.570134883029738, 77.183575998677782 28.570215137752484, 77.183425734516035 28.570278317002305, 77.18301592316584 28.570454194373436)",535405809,19027,145
25778,170,Mahatma Gandhi Marg,479UP,14.5,,"LINESTRING (77.18301592316584 28.570454194373436, 77.1827290552207 28.570592505704127, 77.18264709295066 28.570633486839146, 77.18264709295066 28.570635194386441)",535405809,19072,45
25779,171,Mahatma Gandhi Marg,479UP,14.5,,"LINESTRING (77.18264709295066 28.570635194386441, 77.1819094325203 28.570993779317867, 77.181048828684879 28.57152824162042, 77.180919055090641 28.571628986910678)",535405809,19294,222
25780,172,Mahatma Gandhi Marg,479UP,17.8,,"LINESTRING (77.180919055090641 28.571628986910678, 77.1799969795527 28.5723068831858, 77.179505205932458 28.572875496434204)",535405809,19505,211
25781,173,Mahatma Gandhi Marg,479UP,17.8,,"LINESTRING (77.179505205932458 28.572875496434204, 77.179505205932458 28.572877203981495, 77.1794505644191 28.572933553042148)",535405809,19513,8
25782,174,Mahatma Gandhi Marg,479UP,17.8,,"LINESTRING (77.1794505644191 28.572933553042148, 77.179293470068188 28.573119675697033, 77.179102224771427 28.573382637980078)",535405809,19576,63
25783,175,Mahatma Gandhi Marg,479UP,22.4,,"LINESTRING (77.179102224771427 28.573382637980078, 77.178665092664545 28.574005892741841, 77.178398715286917 28.574432779564965, 77.177975243558365 28.575153364522404, 77.177975243558365 28.575153364522404)",535405809,19809,233
25784,176,Mahatma Gandhi Marg,479UP,22.4,,"LINESTRING (77.177975243558365 28.575153364522404, 77.177934262423349 28.575231911697859)",535405809,19818,9
25785,177,Mahatma Gandhi Marg,479UP,22.4,,"LINESTRING (77.177934262423349 28.575231911697859, 77.177906941666677 28.57526606264371, 77.177886451099155 28.575315581515191)",535405809,19828,10
25786,178,Mahatma Gandhi Marg,479UP,22.4,,"LINESTRING (77.177886451099155 28.575315581515191, 77.177667885045722 28.575751006074778)",535405809,19882,54
25787,179,Mahatma Gandhi Marg,479UP,9.35,,"LINESTRING (77.177667885045722 28.575751006074778, 77.176267696265867 28.578170600588255, 77.1760081490774 28.578611147789722, 77.175734941510612 28.579099506315377, 77.175659809429732 28.579232695004194, 77.174833356540162 28.580660204540727)",535405809,20513,631
25788,180,Mahatma Gandhi Marg,479UP,16.5,,"LINESTRING (77.174833356540162 28.580660204540727, 77.174273281028221 28.581611308382652)",535405809,20635,122
25789,181,Mahatma Gandhi Marg,479UP,16.5,,"LINESTRING (77.174273281028221 28.581611308382652, 77.174245960271548 28.58165228951767, 77.174245960271548 28.58165228951767)",535405809,20640,5
25790,182,Mahatma Gandhi Marg,479UP,16.5,,"LINESTRING (77.174245960271548 28.58165228951767, 77.1742322998932 28.581677902727058)",535405809,20643,3
25791,183,Mahatma Gandhi Marg,479UP,16.5,,"LINESTRING (77.1742322998932 28.581677902727058, 77.173467318706159 28.582955148101849)",535405809,20808,165
25792,184,Mahatma Gandhi Marg,479UP,11.7,,"LINESTRING (77.173467318706159 28.582955148101849, 77.173016526220934 28.583742327403694, 77.17300969603177 28.58374574249828)",535405809,20909,101
25793,185,Mahatma Gandhi Marg,479UP,11.7,,"LINESTRING (77.17300969603177 28.58374574249828, 77.1730028658426 28.583766233065788)",535405809,20911,2
