ID,SEQ_ID,ROAD_NAME,NUMBER,METER,REMARK,geom,persistentid,DISTANCE_FROM_ORIGIN,length
25800,192,Mahatma Gandhi Marg,479UP,11.7,,"LINESTRING (77.170564488308912 28.587722620142518, 77.170550827930569 28.587743110710029)",535405809,21428,2
25801,193,Mahatma Gandhi Marg,479UP,11.7,,"LINESTRING (77.170550827930569 28.587743110710029, 77.170509846795539 28.587799459770682)",535405809,21435,7
25802,194,Mahatma Gandhi Marg,479UP,11.7,,"LINESTRING (77.170509846795539 28.587799459770682, 77.170400563768823 28.587953139027007, 77.170161507147881 28.588306601316557, 77.170100035445344 28.588390271133889)",535405809,21515,80
25803,195,Mahatma Gandhi Marg,479UP,11.7,,"LINESTRING (77.170100035445344 28.588390271133889, 77.169867809013567 28.588736903234267)",535405809,21561,46
25804,196,Mahatma Gandhi Marg,479UP,11.7,,"LINESTRING (77.169867809013567 28.588736903234267, 77.1695877712576 28.589165497604686, 77.169246261799088 28.589706790096407)",535405809,21689,128
25805,197,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.169246261799088 28.589706790096407, 77.168740827800519 28.590504214682007, 77.168740827800519 28.590507629776592)",535405809,21794,105
25806,198,Mahatma Gandhi Marg,479UP,17,,"LINESTRING (77.168740827800519 28.590507629776592, 77.16857690326043 28.590760346775884)",535405809,21827,33
25807,199,Ring Road,479UP,14.5,,"LINESTRING (77.16857690326043 28.590760346775884, 77.16820807304525 28.59113259208565, 77.167729959803353 28.591878790252473, 77.167538714506591 28.592269818582455, 77.167463582425725 28.592425205386071, 77.167326978642322 28.592706950689337, 77.167005959751336 28.593345573376734, 77.166473204996066 28.594137875320452, 77.166302450266812 28.594376931941405, 77.165885808727452 28.595012139534216, 77.165810676646572 28.595116299919059, 77.16472467656854 28.596702611353795, 77.164663204866017 28.596789696265713, 77.164526601082613 28.596998017035396, 77.164451469001747 28.597115837798579, 77.1643695067317 28.597237073656348, 77.1642807142725 28.597356601966823, 77.164205582191627 28.597472715182711, 77.164130450110761 28.597583705756726, 77.16406214821906 28.597691281236152, 77.163980185949015 28.597795441620995, 77.163911884057313 28.597897894458544, 77.163836751976447 28.598000347296097, 77.163747959517238 28.598101092586354, 77.163747959517238 28.59810450768094)",535405809,22808,981
25808,200,Ring Road,479UP,14.5,,"LINESTRING (77.163747959517238 28.59810450768094, 77.163672827436358 28.598201837876612, 77.163235695329476 28.598749960557505)",535405809,22899,91
25809,201,Ring Road,479UP,14.5,,"LINESTRING (77.163235695329476 28.598749960557505, 77.162873695303475 28.5990470737864, 77.162163355629787 28.599586658730832, 77.160694864958245 28.600624847484674, 77.156815317509668 28.603519140145465, 77.15614595897101 28.603794055259559)",535405809,23869,970
25810,202,Ring Road,479UP,18,,"LINESTRING (77.15614595897101 28.603794055259559, 77.155736147620814 28.603881140171477, 77.1552580343789 28.603975055272564, 77.153851015409884 28.604188498684127, 77.150995996336817 28.604639291169349, 77.149787052853725 28.604798093067551)",535405809,24585,716
25811,203,Ring Road,479UP,17.8,,"LINESTRING (77.149787052853725 28.604798093067551, 77.149363581125186 28.604864687411958, 77.147881430075287 28.605095206296447, 77.147314524374181 28.605173753471902, 77.146973014915687 28.605233517627138, 77.146850071510627 28.605255715741944)",535405809,24915,330
25812,204,Ring Road,479UP,17.8,,"LINESTRING (77.146850071510627 28.605255715741944, 77.145723090297565 28.605436715754948, 77.145497694054953 28.605486234626429)",535405809,25067,152
25813,205,Ring Road,479UP,13,,"LINESTRING (77.145497694054953 28.605486234626429, 77.1448488260838 28.605542583687082, 77.144213618491 28.60571846105821, 77.143790146762456 28.605837989368684, 77.14350327881732 28.605907998807677)",535405809,25294,227
25814,206,Ring Road,479UP,13,,"LINESTRING (77.14350327881732 28.605907998807677, 77.143387165601425 28.606111196935487)",535405809,25320,26
25815,207,Ring Road,479UP,17.8,,"LINESTRING (77.143387165601425 28.606111196935487, 77.14318225992632 28.606177791279894, 77.142840750467826 28.606350253556435, 77.142226033442526 28.606749819622884, 77.141939165497377 28.606970093223616, 77.14158399566054 28.607277451736266)",535405809,25560,240
25816,208,Ring Road,479UP,17.8,,"LINESTRING (77.14158399566054 28.607277451736266, 77.1412288258237 28.607663357424371, 77.140982939013583 28.607897291403443)",535405809,25656,96
25817,209,Ring Road,479UP,17.8,,"LINESTRING (77.140982939013583 28.607897291403443, 77.140313580474924 28.608742527313233)",535405809,25776,120
25818,210,Ring Road,479UP,17.8,,"LINESTRING (77.140313580474924 28.608742527313233, 77.140258938961566 28.608812536752225)",535405809,25785,9
25819,211,Ring Road,479UP,17.8,,"LINESTRING (77.140258938961566 28.608812536752225, 77.140252108772387 28.60882790467786)",535405809,25786,1
25820,212,Ring Road,479UP,17.8,,"LINESTRING (77.140252108772387 28.60882790467786, 77.140088184232312 28.609029395258375)",535405809,25814,28
25821,213,Ring Road,479UP,17.8,,"LINESTRING (77.140088184232312 28.609029395258375, 77.139439316261161 28.609828527391265)",535405809,25928,114
25822,214,Ring Road,479UP,12,,"LINESTRING (77.139439316261161 28.609828527391265, 77.139357353991116 28.609869508526284, 77.139138787937682 28.609973668911127, 77.138483089777353 28.610743772740047, 77.137328787807618 28.612495716262156)",535405809,26311,383
25823,215,Ring Road,479UP,14,,"LINESTRING (77.137328787807618 28.612495716262156, 77.1368096934307 28.613170197442695, 77.136645768890617 28.613470725766174, 77.136563806620586 28.613684169177738, 77.136495504728884 28.6140342163727, 77.136475014161377 28.614327914507012, 77.1364886745397 28.614471348479583, 77.136502334918049 28.615335367409589, 77.136475014161377 28.617147075086933)",535405809,26855,544
25824,216,Ring Road,479UP,12,,"LINESTRING (77.136475014161377 28.617147075086933, 77.1363998820805 28.618267226110817, 77.136420372648018 28.618644594062459, 77.136440863215526 28.619377131850943)",535405809,27103,248
25825,217,Ring Road,479UP,13,,"LINESTRING (77.136440863215526 28.619377131850943, 77.136454523593869 28.619745962066123)",535405809,27144,41
25826,218,Ring Road,479UP,13,,"LINESTRING (77.136454523593869 28.619745962066123, 77.136461353783034 28.619901348869742)",535405809,27161,17
25827,219,Ring Road,479UP,14,,"LINESTRING (77.136461353783034 28.619901348869742, 77.1364681839722 28.620075518693579)",535405809,27180,19
25828,220,Ring Road,479UP,14,,"LINESTRING (77.1364681839722 28.620075518693579, 77.136481844350541 28.620263348895751, 77.136475014161377 28.62047849985461, 77.136434033026347 28.620671452698662, 77.136420372648018 28.620717556475558)",535405809,27252,72
25829,221,Ring Road,479UP,14,,"LINESTRING (77.136420372648018 28.620717556475558, 77.1363998820805 28.620784150819965, 77.136229127351257 28.621241773494358, 77.1361266745137 28.621538886723254, 77.135744183920181 28.622541216983951)",535405809,27468,216
25830,222,Ring Road,479UP,13,,"LINESTRING (77.135744183920181 28.622541216983951, 77.135682712217658 28.622703433976739)",535405809,27487,19
25831,223,Ring Road,479UP,13,,"LINESTRING (77.135682712217658 28.622703433976739, 77.135450485785867 28.623307905718285)",535405809,27559,72
25832,224,Ring Road,479UP,11,,"LINESTRING (77.135450485785867 28.623307905718285, 77.135266070678284 28.623784311412894, 77.134986032922313 28.624480990708236)",535405809,27699,140
25833,225,Ring Road,479UP,15,,"LINESTRING (77.134986032922313 28.624480990708236, 77.134719655544686 28.625194745476502)",535405809,27783,84
25834,226,Ring Road,479UP,15,,"LINESTRING (77.134719655544686 28.625194745476502, 77.134405466842864 28.626017783271489)",535405809,27881,98
25835,227,Ring Road,479UP,15,,"LINESTRING (77.134405466842864 28.626017783271489, 77.134398636653685 28.626031443649829, 77.134391806464521 28.626050226670046, 77.134262032870282 28.626407104054177)",535405809,27927,46
25836,228,Ring Road,479UP,15,,"LINESTRING (77.134262032870282 28.626407104054177, 77.133797580006728 28.627619462631856, 77.1334629007374 28.628502264582082, 77.1323017685785 28.631519500647933, 77.131762183634066 28.632877000745474)",535405809,28699,772
25837,229,Ring Road,479UP,11,,"LINESTRING (77.131762183634066 28.632877000745474, 77.131447994932245 28.633075076231403, 77.130696674123541 28.635047293354244, 77.130177579746615 28.636445774586804)",535405809,29141,442
25838,230,Ring Road,479UP,11,,"LINESTRING (77.130177579746615 28.636445774586804, 77.130040975963226 28.636806067065525)",535405809,29183,42
25839,231,Ring Road,479UP,9,,"LINESTRING (77.130040975963226 28.636806067065525, 77.129849730666464 28.63732857653703)",535405809,29244,61
25840,232,Ring Road,479UP,9,,"LINESTRING (77.129849730666464 28.63732857653703, 77.1296379948022 28.637910850163774)",535405809,29312,68
25841,233,Ring Road,479UP,10,,"LINESTRING (77.1296379948022 28.637910850163774, 77.129590183478 28.638038916210711, 77.129576523099658 28.638069652061976)",535405809,29330,18
25842,234,Ring Road,479UP,10,,"LINESTRING (77.129576523099658 28.638069652061976, 77.129289655154523 28.638814142681507)",535405809,29418,88
25843,235,Ring Road,479UP,10,,"LINESTRING (77.129289655154523 28.638814142681507, 77.129289655154523 28.63882268041797, 77.129282824965344 28.638839755890896, 77.129262334397836 28.638879029478623, 77.129030107966059 28.639509114429554)",535405809,29500,82
25844,236,Ring Road,479UP,10,,"LINESTRING (77.129030107966059 28.639509114429554, 77.128982296641865 28.639626935192737)",535405809,29514,14
25845,237,Ring Road,479UP,10,,"LINESTRING (77.128982296641865 28.639626935192737, 77.1288388626693 28.639985520124164, 77.128886673993492 28.640154567306123)",535405809,29576,62
25846,238,Ring Road,479UP,10,,"LINESTRING (77.128886673993492 28.640154567306123, 77.128934485317686 28.640356057886638)",535405809,29599,23
25847,239,Ring Road,479UP,17,,"LINESTRING (77.128934485317686 28.640356057886638, 77.128852523047641 28.640523397521303)",535405809,29619,20
25848,240,Ring Road,479UP,17,,"LINESTRING (77.128852523047641 28.640523397521303, 77.128422221129924 28.641646963639769, 77.128367579616565 28.641807473085265, 77.127889466374668 28.643043737325037)",535405809,29919,300
25849,241,Ring Road,479UP,17,,"LINESTRING (77.127889466374668 28.643043737325037, 77.12763674937537 28.643696020390774)",535405809,29996,77
25850,242,Ring Road,479UP,17,,"LINESTRING (77.12763674937537 28.643696020390774, 77.12758893805119 28.64382237889042)",535405809,30011,15
25851,243,Ring Road,479UP,17,,"LINESTRING (77.12758893805119 28.64382237889042, 77.127090334241771 28.645089378981456)",535405809,30162,151
25852,244,Ring Road,479UP,17,,"LINESTRING (77.127090334241771 28.645089378981456, 77.126953730458382 28.645437718629125, 77.126864937999159 28.645673360155492, 77.126776145539949 28.645888511114347)",535405809,30257,95
25853,245,Ring Road,479UP,17,,"LINESTRING (77.126776145539949 28.645888511114347, 77.126776145539949 28.645893633756227, 77.126769315350785 28.645914124323735, 77.1267419945941 28.645994379046481)",535405809,30269,12
25854,246,Ring Road,479UP,17,,"LINESTRING (77.1267419945941 28.645994379046481, 77.1263799945681 28.646928407415484)",535405809,30380,111
25855,247,Ring Road,479UP,17,,"LINESTRING (77.1263799945681 28.646928407415484, 77.126298032298052 28.647155511205384)",535405809,30406,26
25856,248,Ring Road,479UP,17,,"LINESTRING (77.126298032298052 28.647155511205384, 77.125977013407066 28.647995624473296, 77.125403277516781 28.64940947363149, 77.125341805814259 28.649569983076983, 77.125075428436617 28.650229096331891, 77.124850032194 28.650679888817113)",535405809,30830,424
25857,249,Ring Road,479UP,12,,"LINESTRING (77.124850032194 28.650679888817113, 77.124604145383884 28.651154586964427)",535405809,30889,59
25858,250,Ring Road,479UP,16,,"LINESTRING (77.124604145383884 28.651154586964427, 77.124289956682077 28.651878587016448, 77.1241465227095 28.65236353044752, 77.124132862331166 28.652961171999895, 77.1242148246012 28.653353907877172, 77.124296786871241 28.653596379592706, 77.124433390654644 28.653913983389113, 77.124569994438048 28.654105228685872, 77.124699768032272 28.65427256832054)",535405809,31261,372
25859,251,Ring Road,479UP,16,,"LINESTRING (77.124699768032272 28.65427256832054, 77.124727088788944 28.654306719266387)",535405809,31265,4
25860,252,Ring Road,479UP,16,,"LINESTRING (77.124727088788944 28.654306719266387, 77.124727088788944 28.654306719266387, 77.124740749167287 28.65432037964473, 77.1252393529767 28.6548736249675, 77.127500145591981 28.657387134582063)",535405809,31726,461
25861,253,Ring Road,479UP,16,,"LINESTRING (77.127500145591981 28.657387134582063, 77.128347089049058 28.658343361065867, 77.128504183399968 28.658514115795118)",535405809,31894,168
25862,254,Ring Road,479UP,16,,"LINESTRING (77.128504183399968 28.658514115795118, 77.128640787183372 28.658664379956857)",535405809,31916,22
25863,255,Ring Road,479UP,16,,"LINESTRING (77.128640787183372 28.658664379956857, 77.128654447561715 28.658681455429782)",535405809,31918,2
25864,256,Ring Road,479UP,16,,"LINESTRING (77.128654447561715 28.658681455429782, 77.128668107940044 28.658691700713536, 77.129002787209373 28.659081021496227, 77.129132560803612 28.659306417738836, 77.129214523073642 28.659518153603109, 77.129235013641164 28.65978453098074)",535405809,32061,143
25865,257,Ring Road,479UP,13,,"LINESTRING (77.129235013641164 28.65978453098074, 77.129255504208672 28.660139700817581, 77.129262334397836 28.660214832898451, 77.129269164587015 28.660378757438529, 77.129351126857046 28.661591116016208, 77.129351126857046 28.661632097151227, 77.129419428748747 28.661881399055932, 77.129480900451284 28.662062399068937)",535405809,32317,256
25866,258,Ring Road,479UP,15,,"LINESTRING (77.129480900451284 28.662062399068937, 77.129487730640449 28.662267304744038, 77.129487730640449 28.662284380216963, 77.129487730640449 28.662287795311549)",535405809,32342,25
25867,259,Ring Road,479UP,15,,"LINESTRING (77.129487730640449 28.662287795311549, 77.129494560829613 28.662465380229968, 77.129815579720614 28.662882021769338, 77.129842900477286 28.662909342526021, 77.130280032584167 28.66331915387622, 77.1305464099618 28.663547965213414)",535405809,32530,188
25868,260,Ring Road,479UP,15,,"LINESTRING (77.1305464099618 28.663547965213414, 77.1310245232037 28.663968021847371)",535405809,32600,70
25869,261,Ring Road,479UP,15,,"LINESTRING (77.1310245232037 28.663968021847371, 77.131461655310588 28.664330021873383)",535405809,32663,63
25870,262,Ring Road,479UP,15,,"LINESTRING (77.131461655310588 28.664330021873383, 77.132827693144591 28.665453587991848, 77.1332784856298 28.665518474788964)",535405809,32910,247
25871,263,Ring Road,479UP,20,,"LINESTRING (77.1332784856298 28.665518474788964, 77.133927353600953 28.666051229544227)",535405809,33003,93
25872,264,Ring Road,479UP,12,,"LINESTRING (77.133927353600953 28.666051229544227, 77.134583051761282 28.666607889961583)",535405809,33098,95
25873,265,Ring Road,479UP,12,,"LINESTRING (77.134583051761282 28.666607889961583, 77.135887617892749 28.667710965512537, 77.136010561297809 28.667813418350089, 77.136092523567854 28.667878305147205, 77.136434033026347 28.668172003281516, 77.136802863241527 28.66847594669958, 77.136884825511572 28.668547663685864, 77.137376599131812 28.668960890130652)",535405809,33504,406
25874,266,Ring Road,479UP,18,,"LINESTRING (77.137376599131812 28.668960890130652, 77.137410750077663 28.668988210887331)",535405809,33508,4
25875,267,Ring Road,479UP,18,,"LINESTRING (77.137410750077663 28.668988210887331, 77.13796399540044 28.669493644885911)",535405809,33591,83
25876,268,Ring Road,479UP,4.5,,"LINESTRING (77.13796399540044 28.669493644885911, 77.138148410508023 28.669701965655598, 77.138510410534039 28.670159588329987, 77.138886070938383 28.670784550639045, 77.139603240801236 28.672475022458624, 77.139623731368744 28.672539909255736, 77.140013052151446 28.673472230077444, 77.140088184232312 28.673663475374205, 77.14014282574567 28.6738239848197, 77.1402042974482 28.674022060305631, 77.141105882418643 28.676941966175811)",535405809,34497,906
25877,269,Ring Road,479UP,15,,"LINESTRING (77.141105882418643 28.676941966175811, 77.141221995634538 28.677396173755618, 77.141549844714689 28.678369475712344, 77.1417069390656 28.678837343670491, 77.14178207114648 28.679042249345589, 77.1418230522815 28.679182268223574, 77.141973316443227 28.679619400330456, 77.142103090037466 28.679872117329747, 77.142307995712571 28.680223872072002, 77.142635844792721 28.680579041908842, 77.14276561838696 28.680681494746391, 77.142909052359528 28.680790777773112, 77.143066146710439 28.680923966461929)",535405809,35002,505
25878,270,Ring Road,479UP,15,,"LINESTRING (77.143066146710439 28.680923966461929, 77.143366675033917 28.681132287231613)",535405809,35042,40
25879,271,Ring Road,479UP,10,,"LINESTRING (77.143366675033917 28.681132287231613, 77.146119241269432 28.682979853402102, 77.146412939403746 28.683177928888032, 77.146727128105567 28.683393079846887, 77.148728373532379 28.684752287491719, 77.148864977315782 28.684844495045514)",535405809,35780,738
25880,272,Ring Road,479UP,14,,"LINESTRING (77.148864977315782 28.684844495045514, 77.149308939611828 28.685138193179824, 77.149937317015471 28.685551419624613, 77.15060667555413 28.686005627204416, 77.150893543499265 28.686200287595764)",535405809,36051,271
25881,273,Ring Road,479UP,14,,"LINESTRING (77.150893543499265 28.686200287595764, 77.151009656715161 28.686278834771219)",535405809,36066,15
25882,274,Ring Road,479UP,14,,"LINESTRING (77.151009656715161 28.686278834771219, 77.151043807661011 28.686309570622484)",535405809,36071,5
25883,275,Ring Road,479UP,14,,"LINESTRING (77.151043807661011 28.686309570622484, 77.151057468039355 28.68631298571707, 77.151747317145521 28.6867842687698)",535405809,36165,94
25884,276,Ring Road,479UP,15,,"LINESTRING (77.151747317145521 28.6867842687698, 77.152198109630746 28.68718724993083, 77.152396185116672 28.687457042403047, 77.152587430413433 28.687781476388622, 77.15273769457518 28.688341551900564, 77.153092864412017 28.689823702950456, 77.153284109708778 28.690575023759155, 77.153407053113838 28.691056552095642)",535405809,36687,522
25885,277,Ring Road,479UP,15,,"LINESTRING (77.153407053113838 28.691056552095642, 77.153413883303 28.691080457757739)",535405809,36689,2
26473,0,Bahadur Shah Zafar Marg,EXP62DOWN,9,,"LINESTRING (77.241181814137661 28.6353307462048, 77.241181814137661 28.63530854809)",659049691,2,2
26474,1,Bahadur Shah Zafar Marg,EXP62DOWN,9,,"LINESTRING (77.241181814137661 28.63530854809, 77.241168153759332 28.63518731223223)",659049691,15,13
26475,2,Bahadur Shah Zafar Marg,EXP62DOWN,9,,"LINESTRING (77.241168153759332 28.63518731223223, 77.241086191489288 28.634582840490683)",659049691,82,67
26476,3,Bahadur Shah Zafar Marg,EXP62DOWN,9,,"LINESTRING (77.241086191489288 28.634582840490683, 77.241072531110945 28.634442821612698, 77.241072531110945 28.634357444248074, 77.2410588707326 28.634224255559257, 77.241017889597586 28.633985198938309, 77.240949587705884 28.633659057405438)",659049691,186,104
26477,4,Bahadur Shah Zafar Marg,EXP62DOWN,10,,"LINESTRING (77.240949587705884 28.633659057405438, 77.240929097138377 28.633102396988082, 77.240956417895063 28.632388642219819)",659049691,327,141
26478,5,Bahadur Shah Zafar Marg,EXP62DOWN,10,,"LINESTRING (77.240956417895063 28.632388642219819, 77.241202304705183 28.630189321307075, 77.241222795272691 28.629782925051458)",659049691,618,291
26479,6,Bahadur Shah Zafar Marg,EXP62DOWN,10,,"LINESTRING (77.241222795272691 28.629782925051458, 77.241236455651034 28.629615585416794)",659049691,636,18
26480,7,Bahadur Shah Zafar Marg,EXP62DOWN,21.5,,"LINESTRING (77.241236455651034 28.629615585416794, 77.241256946218542 28.629335547660823, 77.2413798896236 28.627733868300453)",659049691,846,210
26481,8,Bahadur Shah Zafar Marg,EXP62DOWN,21.5,,"LINESTRING (77.2413798896236 28.627733868300453, 77.241386719812766 28.627320641855668)",659049691,892,46
26482,9,Bahadur Shah Zafar Marg,EXP62DOWN,21.5,,"LINESTRING (77.241386719812766 28.627320641855668, 77.241386719812766 28.626897170127126, 77.241270606596885 28.626478821040465)",659049691,987,95
26483,10,Bahadur Shah Zafar Marg,EXP62DOWN,21.5,,"LINESTRING (77.241270606596885 28.626478821040465, 77.240860795246675 28.625893132319135)",659049691,1066,79
26484,11,Bahadur Shah Zafar Marg,EXP62DOWN,21.5,,"LINESTRING (77.240860795246675 28.625893132319135, 77.240334870680584 28.625208405854842)",659049691,1162,96
26485,12,Tilak Marg,EXP62DOWN,10.8,,"LINESTRING (77.240334870680584 28.625208405854842, 77.239556229115209 28.624159971817246)",659049691,1307,145
26486,13,Tilak Marg,EXP62DOWN,10.8,,"LINESTRING (77.239556229115209 28.624159971817246, 77.239235210224209 28.62372625480495)",659049691,1367,60
26487,14,Tilak Marg,EXP62DOWN,10.8,,"LINESTRING (77.239235210224209 28.62372625480495, 77.2386000026314 28.622881018895161, 77.238005776173608 28.62209554714061)",659049691,1594,227
26488,15,Tilak Marg,EXP62DOWN,10.8,,"LINESTRING (77.238005776173608 28.62209554714061, 77.237712078039308 28.621692565979579)",659049691,1649,55
26489,16,Tilak Marg,EXP62DOWN,10.8,,"LINESTRING (77.237712078039308 28.621692565979579, 77.237172493094874 28.620989056495066, 77.237022228933128 28.620782443272674)",659049691,1776,127
26490,17,Tilak Marg,EXP62DOWN,10.9,,"LINESTRING (77.237022228933128 28.620782443272674, 77.2364826439887 28.620025999822094, 77.236086493016842 28.619474462046615, 77.2360045307468 28.619372009209066, 77.2356630212883 28.618907556345505, 77.2353420023973 28.618477254427795, 77.235260040127272 28.618361141211903)",659049691,2109,333
26491,18,Tilak Marg,EXP62DOWN,10.9,,"LINESTRING (77.235260040127272 28.618361141211903, 77.234939021236272 28.6179291317469, 77.2349117004796 28.617889858159174, 77.234139889103389 28.616851669405332)",659049691,2318,209
26492,19,Tilak Marg,EXP62DOWN,10.55,,"LINESTRING (77.234139889103389 28.616851669405332, 77.233941813617449 28.6165852920277, 77.233668606050657 28.6162437825692, 77.232978756944476 28.615371225902731)",659049691,2527,209
26493,20,,EXP62DOWN,21.85,,"LINESTRING (77.232978756944476 28.615371225902731, 77.233682266429 28.614971659836286, 77.233743738131523 28.614934093795849, 77.2342286815626 28.614611367357568)",659049691,2689,162
26494,21,,EXP62DOWN,14.35,,"LINESTRING (77.2342286815626 28.614611367357568, 77.234481398561883 28.614375725831202, 77.234570191021092 28.614215216385706, 77.234611172156121 28.614030801278115, 77.23462483253445 28.613854923906988)",659049691,2788,99
26495,22,,EXP62DOWN,20.6,,"LINESTRING (77.23462483253445 28.613854923906988, 77.234631662723629 28.613694414461492)",659049691,2805,17
26496,23,,EXP62DOWN,20.6,,"LINESTRING (77.234631662723629 28.613694414461492, 77.234536040075241 28.612649395518481)",659049691,2921,116
26497,24,,EXP62DOWN,20.6,,"LINESTRING (77.234536040075241 28.612649395518481, 77.234454077805211 28.611484848264993)",659049691,3050,129
26498,25,,EXP62DOWN,13.5,,"LINESTRING (77.234454077805211 28.611484848264993, 77.234399436291852 28.6112099331509, 77.234365285346 28.611078452009377, 77.234303813643464 28.610946970867854, 77.23422185137342 28.610865008597816, 77.234003285319986 28.610726697267122)",659049691,3154,104
26499,26,,EXP62DOWN,22.1,,"LINESTRING (77.234003285319986 28.610726697267122, 77.233832530590732 28.610639612355204, 77.232828492782744 28.610168329302475, 77.232705549377684 28.610106857599945)",659049691,3314,160
26500,27,Dr Zakir Hussain Marg,EXP62DOWN,14.7,,"LINESTRING (77.232705549377684 28.610106857599945, 77.232971926755312 28.609633866999921)",659049691,3374,60
26501,28,Dr Zakir Hussain Marg,EXP62DOWN,14.7,,"LINESTRING (77.232971926755312 28.609633866999921, 77.233081209782029 28.609452866986913)",659049691,3397,23
26502,29,Dr Zakir Hussain Marg,EXP62DOWN,14.7,,"LINESTRING (77.233081209782029 28.609452866986913, 77.233579813591447 28.608566649942105)",659049691,3510,113
26503,30,Dr Zakir Hussain Marg,EXP62DOWN,10.8,,"LINESTRING (77.233579813591447 28.608566649942105, 77.234071587211687 28.607716291390439, 77.234536040075241 28.606891546048161)",659049691,3724,214
26504,31,Dr Zakir Hussain Marg,EXP62DOWN,10.8,,"LINESTRING (77.234536040075241 28.606891546048161, 77.234761436317854 28.60648856488713)",659049691,3775,51
26505,32,Dr Zakir Hussain Marg,EXP62DOWN,10.8,,"LINESTRING (77.234761436317854 28.60648856488713, 77.234952681614615 28.606150470523215)",659049691,3818,43
26506,33,Dr Zakir Hussain Marg,EXP62DOWN,10.8,,"LINESTRING (77.234952681614615 28.606150470523215, 77.235184908046392 28.605762857287814)",659049691,3868,50
26507,34,Dr Zakir Hussain Marg,EXP62DOWN,10.8,,"LINESTRING (77.235184908046392 28.605762857287814, 77.23540347409984 28.605380366694295)",659049691,3917,49
26508,35,Dr Zakir Hussain Marg,EXP62DOWN,8.2,,"LINESTRING (77.23540347409984 28.605380366694295, 77.235690342044975 28.604842489297155)",659049691,3984,67
26509,36,Dr Zakir Hussain Marg,EXP62DOWN,8.2,,"LINESTRING (77.235690342044975 28.604842489297155, 77.2360250213143 28.60431997982565)",659049691,4053,69
26510,37,Dr Zakir Hussain Marg,EXP62DOWN,10.8,,"LINESTRING (77.2360250213143 28.60431997982565, 77.236701210042142 28.603257885409715, 77.237766719552667 28.601640838123714)",659049691,4408,355
26511,38,Dr Zakir Hussain Marg,EXP62DOWN,10.8,,"LINESTRING (77.237766719552667 28.601640838123714, 77.237787210120175 28.601608394725154, 77.238135549767847 28.601143941861594, 77.2386683045231 28.600428479546036)",659049691,4576,168
26512,39,Dr Zakir Hussain Marg,EXP62DOWN,11.1,,"LINESTRING (77.2386683045231 28.600428479546036, 77.2399660404654 28.598387960531493, 77.240266568788883 28.597935460498981, 77.240293889545569 28.597889356722082, 77.2407651725983 28.597175601953818)",659049691,5006,430
26513,40,Dr Zakir Hussain Marg,EXP62DOWN,11.1,,"LINESTRING (77.2407651725983 28.597175601953818, 77.241004229219243 28.596810186833221, 77.242124380243126 28.595249488607873, 77.242991814267725 28.5940815262598)",659049691,5430,424
26514,41,Mathura Road,EXP62DOWN,11.1,,"LINESTRING (77.242991814267725 28.5940815262598, 77.243456267131279 28.593429243194066)",659049691,5519,89
26515,42,,EXP62DOWN,12.5,,"LINESTRING (77.243456267131279 28.593429243194066, 77.24349041807713 28.593448026214283, 77.243538229401324 28.593463394139913, 77.243579210536339 28.593475346970962, 77.243620191671369 28.593480469612839, 77.243668002995548 28.593480469612839, 77.243715814319742 28.593477054518257, 77.243784116211444 28.593459979045331, 77.2438182671573 28.593444611119697, 77.24385924829231 28.593424120552186, 77.243893399238161 28.593396799795507, 77.243927550184011 28.593367771491536, 77.2439548709407 28.593335328092977)",659049691,5580,61
26516,43,,EXP62DOWN,12.5,,"LINESTRING (77.2439548709407 28.593335328092977, 77.24398219169737 28.593301177147126, 77.244002682264878 28.593244828086476, 77.244016342643221 28.593205554498748, 77.244016342643221 28.593164573363726, 77.244016342643221 28.593123592228707, 77.244009512454056 28.59308431864098, 77.243989021886549 28.593026262033035, 77.2439753615082 28.59299040353989, 77.243941210562355 28.592956252594043, 77.243913889805668 28.592925516742778, 77.243879738859818 28.592898195986095, 77.243845587913967 28.592874290324)",659049691,5640,60
26517,44,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.243845587913967 28.592874290324, 77.244330531345042 28.592235667636604, 77.244392003047579 28.592148582724686)",659049691,5741,101
26518,45,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.244392003047579 28.592148582724686, 77.244924757802835 28.591405799652449)",659049691,5842,101
26519,46,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.244924757802835 28.591405799652449, 77.245628267287344 28.590429082601137, 77.246092720150912 28.58979045991374)",659049691,6063,221
26520,47,Mathura Road,EXP62DOWN,11,,"LINESTRING (77.246092720150912 28.58979045991374, 77.246222493745137 28.589612874995321, 77.246338606961032 28.589418214603974, 77.246714267365377 28.588711290024879)",659049691,6201,138
26521,48,Mathura Road,EXP62DOWN,8.5,,"LINESTRING (77.246714267365377 28.588711290024879, 77.2469123428513 28.5883424598097, 77.247390456093214 28.587432337102793, 77.247581701389976 28.587217186143938)",659049691,6394,193
26522,49,Mathura Road,EXP62DOWN,9,,"LINESTRING (77.247581701389976 28.587217186143938, 77.248995550548159 28.585530129418945)",659049691,6639,245
26523,50,Mathura Road,EXP62DOWN,13,,"LINESTRING (77.248995550548159 28.585530129418945, 77.250402569517192 28.583870393450631)",659049691,6881,242
