ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,REPORT TIME,SPEED,LATEST POI DETAIL IN BUS ROUTE,GPS LOCATION LONGITUDE,GPS LOCATION LATITUDE
DTC,,DL1PC8653,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9370,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4312,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0650,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1084,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8846,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0866,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6187,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0710,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0717,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0421,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5020,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0722,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5386,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1241,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5324,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5319,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1097,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0648,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5283,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0582,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1123,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6945,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0580,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0781,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9291,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD2986,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5314,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5475,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1499,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1132,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0364,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1126,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0603,,2021-12-17 04:00:00,,,,
DTC,Rohini4,DL1PC3204,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5440,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1138,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5474,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1152,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6944,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1490,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0718,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4252,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1208,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5441,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6134,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1130,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6791,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1511,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0680,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0351,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0602,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1214,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4832,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1136,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4170,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0639,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4430,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0420,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4279,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0711,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4228,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1212,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4339,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0709,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4277,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1099,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0715,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC4282,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0714,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0682,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9008,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6520,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6753,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6516,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6877,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6847,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6732,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6649,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6517,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6642,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6765,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6831,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6758,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6687,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD0206,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6874,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6813,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6535,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6843,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6764,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD3632,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6472,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6643,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6822,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6458,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6828,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD0200,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6475,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6460,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6641,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6474,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6759,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6659,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6663,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6647,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6803,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6648,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6664,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6461,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6827,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6476,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6774,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6841,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6807,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD0199,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6462,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6470,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6534,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6473,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6658,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD0202,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6456,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6864,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD0198,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD0204,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD0201,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC5424,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PC6938,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8327,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0859,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8066,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7118,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7409,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7287,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7939,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7979,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7925,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7928,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7923,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7545,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7538,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0858,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8002,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1125,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7377,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9635,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7543,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1087,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0588,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1534,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1156,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9781,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9182,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7891,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8324,,2021-12-17 04:00:00,,,,
DTC,Peera Ghari,DL1PC7188,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD0629,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7182,,2021-12-17 04:00:00,,,,
DTC,Peera Ghari,DL1PC7181,,2021-12-17 04:00:00,,,,
DTC,Peera Ghari,DL1PC7174,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7166,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9714,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9550,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9630,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9531,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9553,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9786,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9188,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8793,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0719,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9207,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3298,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1086,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0675,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1481,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7813,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7160,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7599,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8006,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7840,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7278,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8749,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8316,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0830,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7655,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7390,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9556,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0422,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9802,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1098,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9319,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8768,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9567,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9169,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3548,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9568,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9626,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9631,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9535,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9546,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9639,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9552,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9539,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0721,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9634,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9222,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9711,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8738,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7688,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9715,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9719,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7683,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7284,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7359,,2021-12-17 04:00:00,,,,
DTC,Rohini3,DL1PC7945,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8333,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1124,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7681,,2021-12-17 04:00:00,,,,
DTC,TEHKHAND,DL1PC7314,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7693,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7682,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1114,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0930,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7931,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7547,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7548,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7281,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7684,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7936,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8359,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7448,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8345,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7546,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7199,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7282,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7204,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7215,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7346,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7249,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7202,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7230,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7231,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9208,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9186,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9204,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3268,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9771,,2021-12-17 04:00:00,,,,
DTC,Peera Ghari,DL1PC3313,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7734,,2021-12-17 04:00:00,,,,
DTC,Peera Ghari,DL1PC3065,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7918,,2021-12-17 04:00:00,,,,
DTC,,DL1PC0684,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7539,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8746,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9429,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8329,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9221,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7930,,2021-12-17 04:00:00,,,,
DTC,BBM DTC,DL1PC9088,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3064,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7168,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9986,,2021-12-17 04:00:00,,,,
DTC,BBM DTC,DL1PC9098,,2021-12-17 04:00:00,,,,
DTC,Peera Ghari,DL1PC8305,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9850,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9801,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9102,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3309,,2021-12-17 04:00:00,,,,
DTC,,DL1PC1078,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9800,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9520,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9518,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9849,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8231,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9816,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8357,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8394,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9795,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9565,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7285,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7365,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9970,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8750,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8034,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8356,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8735,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8338,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8734,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9813,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8743,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8335,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3597,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8339,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8321,,2021-12-17 04:00:00,,,,
DTC,,DL1PC7158,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3273,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3599,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8341,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8344,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8355,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8337,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8395,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8748,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8737,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8336,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3435,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8331,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9891,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8330,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3539,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8322,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3541,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8350,,2021-12-17 04:00:00,,,,
DTC,,DL1PC9959,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3601,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3261,,2021-12-17 04:00:00,,,,
DTC,,DL1PC8319,,2021-12-17 04:00:00,,,,
DTC,,DL1PC3286,,2021-12-17 04:00:00,,,,
CLUSTER,,DL1PD3056,,2021-12-16 23:42:51,38,Seemapuri Old (U03772),77.3279,28.681
CLUSTER,,DL1PD1335,,2021-12-16 23:41:22,10,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD0855,,2021-12-16 23:28:48,13,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PC6376,,2021-12-16 23:28:08,30,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PD0833,,2021-12-16 23:18:12,15,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD3490,,2021-12-16 23:16:18,12,Mori Gate Terminal (U02627),77.221928,28.666217
DTC,,DL1PC8241,,2021-12-16 23:13:41,40,Africa Avenue (U02085),77.191283,28.569183
CLUSTER,,DL1PD1167,,2021-12-16 23:10:23,0,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD0219,,2021-12-16 23:07:50,6,Kair Depot (DC3528),76.930783,28.618117
DTC,,DL1PC7353,,2021-12-16 23:07:29,0,Keshopur Depot (U00805),77.088,28.6535
CLUSTER,,DL1PC5339,,2021-12-16 23:05:13,40,Kushak Nallah Depot (DC0098),77.225132,28.580036
CLUSTER,,DL1PC5442,,2021-12-16 23:02:49,38,Tughlaq Crescent (U99871),77.212,28.5949
CLUSTER,,DL1PD3126,,2021-12-16 23:00:36,39,Maharaj Pur Check Post (U03683),77.316583,28.643267
CLUSTER,,DL1PD0626,,2021-12-16 22:53:24,0,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PC6713,,2021-12-16 22:51:31,32,Kushak Nallah Depot (DC0098),77.225132,28.580036
DTC,,DL1PC9646,,2021-12-16 22:51:07,24,Jahangir Puri Metro Station (DC3600),77.161583,28.7273
CLUSTER,,DL1PD0292,,2021-12-16 22:50:45,42,Ram Prastha Crossing (U03712),77.3202,28.6608
CLUSTER,,DL1PD1012,,2021-12-16 22:46:13,5,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD0829,,2021-12-16 22:43:30,10,Kair Depot (DC3528),76.930783,28.618117
DTC,,DL1PC8406,,2021-12-16 22:42:36,21,Nand Nagari Depot (U03582),77.306292,28.698896
CLUSTER,,DL1PD1442,,2021-12-16 22:40:00,30,Nehru Nagar (U03074),77.253994,28.569338
DTC,,DL1PB9980,,2021-12-16 22:39:14,13,Rashid Market (DC4271),77.278902,28.649389
CLUSTER,,DL1PD3700,,2021-12-16 22:38:42,37,Ram Prastha Temple (U03713),77.3202,28.6632
CLUSTER,,DL1PD2798,,2021-12-16 22:38:42,25,Dichau Kalan Depot (U00288),76.997763,28.629315
CLUSTER,,DL1PD3601,,2021-12-16 22:38:16,34,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PD1014,,2021-12-16 22:37:14,8,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD3189,,2021-12-16 22:31:59,9,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671
CLUSTER,,DL1PC6308,,2021-12-16 22:31:23,24,Badarpur Border (T) (U03556),77.304191,28.490559
DTC,,DL1PC8342,,2021-12-16 22:30:36,0,Mayur Vihar P 2 (DTC1462),77.301627,28.620055
CLUSTER,,DL1PD1003,,2021-12-16 22:25:24,11,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD3140,,2021-12-16 22:22:12,15,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671
CLUSTER,,DL1PD2475,,2021-12-16 22:22:03,33,Surya Nagar (U99883A),77.3217,28.6668
CLUSTER,,DL1PD0139,,2021-12-16 22:21:41,0,Nizamuddin Railway Station (U03066),77.253045,28.586325
CLUSTER,,DL1PD3021,,2021-12-16 22:20:12,13,Inderlok Metro Station (U01732),77.169483,28.673217
CLUSTER,,DL1PD0087,,2021-12-16 22:16:29,0,Anand Vihar ISBT Main Road (DC3612),77.317879,28.64696
CLUSTER,,DL1PD2440,,2021-12-16 22:14:50,6,Mori Gate Terminal (U02627),77.221928,28.666217
DTC,,DL1PC7865,,2021-12-16 22:13:48,5,Sannoth Village (DC5260),77.07098,28.81561
CLUSTER,,DL1PD1542,,2021-12-16 22:13:37,7,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD3805,,2021-12-16 22:12:27,35,Gazipur Depot (U03667),77.315817,28.64195
CLUSTER,,DL1PC6878,,2021-12-16 22:11:55,32,Kushak Nallah Depot (DC0098),77.225132,28.580036
CLUSTER,,DL1PD2998,,2021-12-16 22:09:13,34,Madhu Vihar (U00566),77.0614,28.599883
DTC,,DL1PC9024,,2021-12-16 22:08:17,33,Wazirpur Depot / Subhash Place Depot (WPD),77.15485,28.69485
CLUSTER,,DL1PC6243,,2021-12-16 22:07:57,0,Sewa Nagar Flyover (U02768),77.2293,28.578783
CLUSTER,,DL1PC6518,,2021-12-16 22:07:11,11,Dilshad Garden Depot Cluster (U03795),77.331332,28.685638
CLUSTER,,DL1PC6879,,2021-12-16 22:06:25,38,J L Nehru Stadium (U02780),77.2299,28.583833
CLUSTER,,DL1PC5439,,2021-12-16 22:05:53,36,Laghu Udyog Sansthan (ModiMill) (U03190),77.2648,28.5565
CLUSTER,,DL1PC6702,,2021-12-16 22:05:23,12,Kushak Nallah Depot (DC0098),77.225132,28.580036
CLUSTER,,DL1PD2274,,2021-12-16 22:04:49,0,GTB Nagar / Haqiqat Nagar (U02380),77.2076,28.698283
CLUSTER,,DL1PD1333,,2021-12-16 22:04:07,13,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD2191,,2021-12-16 22:03:56,39,Jhilmil Crossing / Dilshad Garden GT Road (U03636),77.311883,28.67615
CLUSTER,,DL1PD1694,,2021-12-16 22:00:44,28,Nizamuddin Railway Station (U03066),77.253045,28.586325
CLUSTER,,DL1PD2981,,2021-12-16 21:54:21,22,Dichau Kalan Depot (U00288),76.997763,28.629315
DTC,Rohini3,DL1PC8558,,2021-12-16 21:54:11,18,Rohini Sector-3-4 (DTC1783),77.109209,28.695333
CLUSTER,,DL1PD0070,,2021-12-16 21:53:53,0,Nizamuddin Railway Station (U03066),77.253045,28.586325
CLUSTER,,DL1PD1686,,2021-12-16 21:53:42,8,Okhla Depot IV CWS II (DC1102),77.284767,28.51835
CLUSTER,,DL1PC6352,,2021-12-16 21:51:25,11,Gupta Market (U03997A),77.239667,28.56485
CLUSTER,,DL1PD2224,,2021-12-16 21:50:09,37,Dhaka Village (U09586),77.204733,28.706789
CLUSTER,,DL1PC6547,,2021-12-16 21:48:49,13,Masood Pur Village (U01517),77.154683,28.52535
CLUSTER,,DL1PD2349,,2021-12-16 21:47:53,26,Sewa Kutir (U02420),77.209581,28.702162
CLUSTER,,DL1PD0031,,2021-12-16 21:47:07,15,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PC6581,,2021-12-16 21:46:19,0,Kair Depot (DC3528),76.930783,28.618117
DTC,,DL1PC8622,,2021-12-16 21:45:29,18,Sarojini Nagar Depot (DC4154),77.190001,28.573304
CLUSTER,,DL1PD3571,,2021-12-16 21:45:12,13,Gupta Market (U03997A),77.239667,28.56485
CLUSTER,,DL1PC6347,,2021-12-16 21:44:42,35,Prem Nagar (U03331),77.2801,28.5036
