ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,REPORT TIME,SPEED,LATEST POI DETAIL IN BUS ROUTE,GPS LOCATION LONGITUDE,GPS LOCATION LATITUDE
DTC,,DL1PC7318,,2021-12-16 21:44:40,16,Pushpa Bhawan (U02798PB),77.231317,28.527867
DTC,,DL1PC8040,,2021-12-16 21:42:47,35,Shadipur Depot (U01542),77.1553,28.6536
CLUSTER,,DL1PC6506,,2021-12-16 21:42:14,26,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PD0691,,2021-12-16 21:41:52,30,Ram Prastha Crossing (U03712),77.3202,28.6608
CLUSTER,,DL1PD3243,,2021-12-16 21:40:23,26,Jhilmil Crossing / Dilshad Garden GT Road (U03636),77.311883,28.67615
CLUSTER,,DL1PC6330,,2021-12-16 21:39:30,27,Lodhi Hotel (U99931A),77.239667,28.591317
CLUSTER,,DL1PC6940,,2021-12-16 21:37:12,30,Gazipur Depot (U03667),77.315817,28.64195
CLUSTER,,DL1PC6717,,2021-12-16 21:36:59,11,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PD2839,,2021-12-16 21:35:40,24,Madhu Vihar (U00566),77.0614,28.599883
CLUSTER,,DL1PD0869,,2021-12-16 21:33:59,6,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PD0979,,2021-12-16 21:33:31,35,Suraj Vihar (DC3627),77.033483,28.613083
CLUSTER,,DL1PC6647,,2021-12-16 21:31:43,26,Old Seema Puri (DC3661),77.327867,28.680817
DTC,,DL1PC7463,,2021-12-16 21:31:01,7,Jai Mata Market Tri Nagar Terminal (U01550),77.155417,28.681367
DTC,,DL1PC8171,,2021-12-16 21:29:06,17,Hari Nagar Depot (U00986),77.1018,28.6245
CLUSTER,,DL1PC5278,,2021-12-16 21:29:05,24,South Extension (U02600),77.220382,28.568802
DTC,,DL1PC9545,,2021-12-16 21:25:15,55,NSIC (U03196),77.265133,28.553683
CLUSTER,,DL1PD1698,,2021-12-16 21:24:30,5,Okhla Depot IV CWS II (DC1102),77.284767,28.51835
CLUSTER,,DL1PC6307,,2021-12-16 21:24:10,7,Badarpur Border (T) (U03556),77.304191,28.490559
DTC,,DL1PC9431,,2021-12-16 21:23:04,18,Andrews Ganj Shiv Mandir / Ansal Plaza (U02666),77.2245,28.56545
CLUSTER,,DL1PD0899,,2021-12-16 21:17:28,24,ISBT Anand Vihar (U03688),77.317257,28.645889
CLUSTER,,DL1PC5437,,2021-12-16 21:17:12,31,Badarpur Border (T) (U03556),77.304191,28.490559
CLUSTER,,DL1PD0441,,2021-12-16 21:16:04,24,Okhla Depot IV CWS II (DC1101),77.284867,28.518333
CLUSTER,,DL1PD0330,,2021-12-16 21:16:03,31,ISBT Anand Vihar (U03688),77.317257,28.645889
CLUSTER,,DL1PC6967,,2021-12-16 21:14:26,8,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838
DTC,,DL1PC9102,,2021-12-16 21:14:26,10,Bbm 11 Depot (DTC1104),77.210314,28.703444
CLUSTER,,DL1PD0698,,2021-12-16 21:14:01,20,Mitraon Village (Kair Village Road) (DC4029),76.944717,28.608446
CLUSTER,,DL1PC6752,,2021-12-16 21:11:32,0,Seemapuri Old (U03772),77.3279,28.681
CLUSTER,,DL1PD1178,,2021-12-16 21:09:46,9,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PC6493,,2021-12-16 21:08:35,17,Jaitpur Crossing (U03544),77.302647,28.497217
CLUSTER,,DL1PD0207,,2021-12-16 21:07:09,17,J L Nehru Stadium (U02780),77.2299,28.583833
CLUSTER,,DL1PD2534,,2021-12-16 21:02:48,19,Madhu Vihar (U00566),77.0614,28.599883
CLUSTER,,DL1PC5564,,2021-12-16 21:02:13,33,OS Communication / Masjid Moth (U02852),77.235833,28.54045
DTC,,DL1PC7303,,2021-12-16 20:59:59,35,Prehlad Pur (U03465),77.293883,28.500583
CLUSTER,,DL1PC6207,,2021-12-16 20:57:20,25,Kushak Nallah Depot (DC0098),77.225132,28.580036
CLUSTER,,DL1PD1704,,2021-12-16 20:57:06,0,Nizamuddin Railway Station (U03066),77.253045,28.586325
DTC,,DL1PC7690,,2021-12-16 20:55:41,0,Wazirpur Depot (U01528),77.153736,28.691934
DTC,,DL1PC7028,,2021-12-16 20:54:42,13,Regal (DTC1751),77.216633,28.628767
DTC,,DL1PC9400,,2021-12-16 20:54:35,15,Africa Avenue (U02085),77.191283,28.569183
CLUSTER,,DL1PC6453,,2021-12-16 20:54:11,37,Gagan Vihar (U03499),77.2977,28.6451
CLUSTER,,DL1PC4085,,2021-12-16 20:52:03,26,,77.2116,28.696217
CLUSTER,,DL1PC6884,,2021-12-16 20:50:59,13,Minto Road Terminal (U02665),77.223773,28.639417
CLUSTER,,DL1PD3089,,2021-12-16 20:50:47,39,Sawarthya Vihar (U03447),77.29195,28.639417
CLUSTER,,DL1PD1681,,2021-12-16 20:49:17,21,Central Work Shop II (U03362),77.2835,28.5164
CLUSTER,,DL1PD3022,,2021-12-16 20:45:47,14,Khyber Pass (U02613),77.2214,28.6902
CLUSTER,,DL1PC6831,,2021-12-16 20:44:15,18,Shastri Park (DC3577),77.251826,28.673515
CLUSTER,,DL1PD0984,,2021-12-16 20:41:16,9,Dwarka Flyover Palam Village (DC3645),77.09151,28.58378
CLUSTER,,DL1PD2306,,2021-12-16 20:41:06,11,Dichau Kalan Depot (U00288),76.997763,28.629315
DTC,,DL1PC9306,,2021-12-16 20:40:25,31,DPS / Police Station Nizamuddin(Lodhi Road) (U02953),77.242217,28.592933
DTC,,DL1PC8947,,2021-12-16 20:38:16,7,Minto Road Terminal (U02665),77.223773,28.639417
CLUSTER,,DL1PD3594,,2021-12-16 20:36:47,35,Ishpat Bhawan (U02860),77.23675,28.5924
CLUSTER,,DL1PD0299,,2021-12-16 20:35:13,24,Vocational College (U02729),77.2278,28.5322
CLUSTER,,DL1PC6823,,2021-12-16 20:34:16,8,Ram Prastha Temple (U03713),77.3202,28.6632
CLUSTER,,DL1PC6826,,2021-12-16 20:31:06,30,Humayun Road / Khan Market (U99919),77.2272,28.603333
CLUSTER,,DL1PD0652,,2021-12-16 20:30:36,32,Dharma Apartment (U03432),77.29005,28.6199
CLUSTER,,DL1PD0714,,2021-12-16 20:29:28,11,Mitraon Village (Kair Village Road) (DC4029),76.944717,28.608446
CLUSTER,,DL1PD2493,,2021-12-16 20:27:35,22,Fire Station Kirti Nagar (U01326),77.135367,28.641017
CLUSTER,,DL1PC6687,,2021-12-16 20:27:06,15,Shahdara (Shyam Lal College) (U03349),77.283725,28.673364
CLUSTER,,DL1PC6354,,2021-12-16 20:26:30,0,Aradhana Enclave (U01853),77.178603,28.574463
CLUSTER,,DL1PD1536,,2021-12-16 20:26:23,15,Kair Depot (DC3528),76.930783,28.618117
CLUSTER,,DL1PC6324,,2021-12-16 20:25:38,0,CGO Complex (U02930),77.2408,28.587033
DTC,,DL1PC8909,,2021-12-16 20:24:48,19,GPO (U02839),77.234583,28.661933
CLUSTER,,DL1PC6463,,2021-12-16 20:24:42,0,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838
CLUSTER,,DL1PD3344,,2021-12-16 20:20:51,35,Meghdoot Bhawan (U02240),77.201033,28.643667
CLUSTER,,DL1PC6698,,2021-12-16 20:15:30,25,Lajpat Nagar Crossing (U03041),77.250367,28.564183
CLUSTER,,DL1PD0863,,2021-12-16 20:15:05,0,Kair Depot (DC3528),76.930783,28.618117
DTC,,DL1PC0039,,2021-12-16 20:14:32,0,A-1 Keshav Puram (DC3926),77.15435,28.683217
DTC,,DL1PC8490,,2021-12-16 20:12:23,0,Mangol Puri S Block (U00744),77.082147,28.69249
CLUSTER,,DL1PD0923,,2021-12-16 20:11:24,30,RK Puram Sec-1 (U01859),77.1785,28.5642
DTC,,DL1PC9320,,2021-12-16 20:05:51,14,Rajdoot Hotel (U03061),77.2527,28.5825
CLUSTER,,DL1PC6479,,2021-12-16 20:05:09,30,Vasant Lok (U01648),77.164417,28.56035
DTC,,DL1PC3186,,2021-12-16 20:01:07,28,Ajmeri Gate / Kamla Market (U02703),77.22405,28.644083
CLUSTER,,DL1PC6474,,2021-12-16 20:01:04,38,Vasant Lok (U01648),77.164417,28.56035
CLUSTER,,DL1PD3267,,2021-12-16 19:59:33,44,R K Puram Sec-5 (U01730),77.17025,28.56055
CLUSTER,Seemapuri,DL1PD3328,,2021-12-16 19:58:42,35,Maharaj Pur Check Post (U03683),77.316583,28.643267
CLUSTER,,DL1PC6466,,2021-12-16 19:58:38,32,Khichdipur (DC0130),77.31205,28.6258
CLUSTER,,DL1PD2492,,2021-12-16 19:57:42,14,Gazipur Depot (U03667),77.315817,28.64195
DTC,Rohini4,DL1PC9812,,2021-12-16 19:55:29,24,GTB Nagar (U02350),77.206457,28.698267
CLUSTER,,DL1PC5012,,2021-12-16 19:52:03,38,Amir Khusro Park / Oberoi Hotel (DC0096),77.2407,28.5965
CLUSTER,,DL1PC6534,,2021-12-16 19:50:46,25,Shakarpur Crossing (U03380),77.28495,28.635367
CLUSTER,,DL1PD2870,,2021-12-16 19:50:19,21,ESI Dispensary (U01476),77.14749,28.660389
CLUSTER,,DL1PD0302,,2021-12-16 19:45:57,16,Pusa Road Petrol Pump Sadhu Vaswani Marg (U02105),77.192833,28.644583
CLUSTER,,DL1PC5381,,2021-12-16 19:44:07,0,Pant Nagar (U02908),77.24055,28.583483
DTC,Naraina,DL1PC7798,,2021-12-16 19:42:43,0,Karol Bagh Terminal (U02232),77.2007,28.6484
CLUSTER,,DL1PD3692,,2021-12-16 19:39:07,40,Sawarthya Vihar (U03447),77.29195,28.639417
CLUSTER,,DL1PD1693,,2021-12-16 19:38:35,29,Rojdoot Hotel (U03054),77.2525,28.5827
DTC,,DL1PC9379,,2021-12-16 19:35:02,30,Mahipal Pur Crossing NH-8 (U99910),77.122956,28.545664
CLUSTER,,DL1PD2589,,2021-12-16 19:34:33,28,Telephone Exchange Karol Bagh (U99983A),77.182029,28.643211
CLUSTER,,DL1PD1198,,2021-12-16 19:34:11,29,Shivaji Park (U02663),77.224176,28.638735
CLUSTER,,DL1PD3215,,2021-12-16 19:33:51,24,Shastri Bazar (U01296),77.1347,28.5966
CLUSTER,,DL1PC6820,,2021-12-16 19:28:17,13,T.B. Hospital (U02060),77.1901,28.5284
CLUSTER,,DL1PD2184,,2021-12-16 19:23:39,14,ISBT Kashmere Gate (Lothian Road) (U02716),77.229517,28.66685
CLUSTER,,DL1PD2308,,2021-12-16 19:23:09,6,B-Block Yamuna Vihar (U03242),77.269733,28.702917
CLUSTER,,DL1PC6467,,2021-12-16 19:21:42,0,Tara Apartment (U03114),77.2562,28.5241
CLUSTER,,DL1PC6886,,2021-12-16 19:21:19,14,Shaheen Bagh Thokar No 5 (U99853A),77.29995,28.552517
DTC,,DL1PC8971,,2021-12-16 19:17:31,18,B-Block Yamuna Vihar (U03242),77.269733,28.702917
CLUSTER,,DL1PD2415,,2021-12-16 19:13:20,32,Bala Sahib Gurudwara (U03201),77.265916,28.581354
CLUSTER,,DL1PC6853,,2021-12-16 19:12:29,25,RK Khanna Tennis Stadium (DC4108),77.187283,28.558333
CLUSTER,,DL1PD0133,,2021-12-16 19:10:28,16,North Point (Nursing Home) (DC3667),77.2189,28.5428
CLUSTER,,DL1PD2562,,2021-12-16 19:09:57,37,Vijaya Laxmi Apartment (U40001A),77.3089,28.6288
CLUSTER,,DL1PD3359,,2021-12-16 19:09:39,14,Shivaji Stadium Terminal (U02514),77.21545,28.633083
CLUSTER,,DL1PC6193,,2021-12-16 19:09:27,21,Pant Nagar (U99932),77.240558,28.583575
CLUSTER,,DL1PC6497,,2021-12-16 19:08:13,30,Kishan Garh (DC3791),77.16435,28.5145
CLUSTER,,DL1PD3590,,2021-12-16 19:08:07,13,Alpana Cinema (Model Town Mtr Stn) (U02124),77.193769,28.702691
CLUSTER,,DL1PD0824,,2021-12-16 19:04:10,0,Najafgarh Dhansa More (U00198),76.9789,28.6115
CLUSTER,,DL1PC6546,,2021-12-16 19:03:56,29,Mahipal Pur Crossing / Ext (U01189),77.125039,28.546701
DTC,,DL1PC9417,,2021-12-16 19:03:31,16,Munirka DDA Flats (U01791),77.17635,28.555433
CLUSTER,,DL1PD3639,,2021-12-16 19:02:12,0,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671
CLUSTER,,DL1PC5389,,2021-12-16 19:00:50,14,Govindpuri Extn Gali No. 16 (U03154),77.2596,28.5329
CLUSTER,,DL1PD3296,,2021-12-16 18:58:36,15,West Patel Nagar (U01665),77.164974,28.647504
CLUSTER,,DL1PD3611,,2021-12-16 18:55:49,41,Padmani Enclave (U02281),77.2034,28.5492
DTC,Naraina,DL1PC9469,,2021-12-16 18:54:32,29,Shadipur Depot (U01542),77.1553,28.6536
CLUSTER,,DL1PD2198,,2021-12-16 18:51:37,37,Seelampur Market (DC3976),77.270033,28.673567
DTC,,DL1PC9437,,2021-12-16 18:50:34,18,Adarsh Nagar Metro Station (U01747),77.169917,28.717467
DTC,,DL1PC9755,,2021-12-16 18:47:07,0,Satya Vihar / Chanchal Park (DC4380),77.02158,28.646035
DTC,,DL1PC9202,,2021-12-16 18:46:33,11,High Court (U99848),77.2379,28.609467
CLUSTER,,DL1PD2862,,2021-12-16 18:45:31,37,St. Martin School (U01442),77.1454,28.596667
DTC,,DL1PC9219,,2021-12-16 18:43:50,16,Kidwai Nagar (U02417),77.2095,28.5735
CLUSTER,,DL1PC6865,,2021-12-16 18:43:12,9,CPWD Colony Vasant Vihar (U01654),77.164694,28.554792
CLUSTER,,DL1PD3627,,2021-12-16 18:42:34,21,Kirti Nagar (U01344),77.1376,28.655
CLUSTER,,DL1PD2515,,2021-12-16 18:40:46,40,Shastri Park Metro Depot (U02948),77.241183,28.673433
CLUSTER,,DL1PD3568,,2021-12-16 18:38:28,21,Railway Road Bridge (U03051),77.251747,28.610018
CLUSTER,,DL1PC6810,,2021-12-16 18:36:24,19,Gazipur Depot (U03667),77.315817,28.64195
CLUSTER,,DL1PD3608,,2021-12-16 18:35:32,9,Bali Nagar (U01240),77.1289,28.6519
DTC,,DL1PC7308,,2021-12-16 18:35:11,25,Prince Park Sec-7 (DTC1695),77.066832,28.587297
CLUSTER,,DL1PC6646,,2021-12-16 18:34:51,33,Indian AirLines/Priya Cinema (U01630),77.158117,28.5587
CLUSTER,,DL1PC6765,,2021-12-16 18:30:23,12,Mehrauli Terminal (U01921),77.182343,28.522621
CLUSTER,,DL1PC6852,,2021-12-16 18:29:29,34,RK Khanna Tennis Stadium (DC4108),77.187283,28.558333
CLUSTER,,DL1PC6880,,2021-12-16 18:27:18,7,Pragati Maidan Gate 5 (U02915),77.240587,28.617908
CLUSTER,,DL1PD0858,,2021-12-16 18:25:15,18,Moti Nagar Market (U01389),77.14125,28.657233
CLUSTER,,DL1PC6361,,2021-12-16 18:17:07,32,Hanuman Mandir / Yamuna Bazar (U99972),77.237039,28.662851
DTC,,DL1PC7310,,2021-12-16 18:16:17,45,Noida Sector-23 Chowk (DTC1627),77.355193,28.593856
CLUSTER,,DL1PC6731,,2021-12-16 18:10:49,18,Gazipur Depot (U03667),77.315817,28.64195
DTC,,DL1PC9567,,2021-12-16 18:10:00,16,Shashi Garden Xing (U03463),77.2937,28.6136
CLUSTER,,DL1PD2363,,2021-12-16 18:04:23,9,Delhi Gate (U02885),77.238667,28.640767
DTC,,DL1PC8911,,2021-12-16 18:01:38,0,Jhandewalan (U02311),77.2039,28.6471
DTC,,DL1PC9629,,2021-12-16 18:00:57,29,Pragati Power Station (U03040),77.2501,28.616
CLUSTER,,DL1PD0572,,2021-12-16 17:58:07,23,Pushp Vihar (U02772),77.230117,28.5248
DTC,Naraina,DL1PC7705,,2021-12-16 17:57:35,46,Andrews Ganj (U02774),77.229627,28.566027
DTC,,DL1PC8937,,2021-12-16 17:54:19,6,Jaitpur Mor (U03996A),77.302117,28.497367
DTC,,DL1PC8890,,2021-12-16 17:53:57,13,Karol Bagh Terminal (U02232),77.2007,28.6484
CLUSTER,,DL1PC6191,,2021-12-16 17:51:57,14,DDA Market Kalkaji (U03131),77.258506,28.529982
CLUSTER,,DL1PD3146,,2021-12-16 17:51:27,14,Shadipur DTC Colony Metro Station (U01575),77.1585,28.6512
CLUSTER,,DL1PD2627,,2021-12-16 17:51:18,26,Munirka Family Planning (U01850),77.178867,28.553767
CLUSTER,,DL1PC6355,,2021-12-16 17:49:45,25,Rajdhani College / Raja Garden (U01196),77.125331,28.654647
CLUSTER,,DL1PC5390,,2021-12-16 17:49:19,15,Old Delhi Railway Station (T) (U02686),77.225997,28.660416
CLUSTER,,DL1PC6653,,2021-12-16 17:49:15,20,R K Puram Sec-2 (U02026),77.1885,28.5616
CLUSTER,,DL1PD2143,,2021-12-16 17:48:37,15,Shivaji Park (U02663),77.224176,28.638735
DTC,,DL1PC9938,,2021-12-16 17:48:29,0,Mangol Puri S- Block (DTC1443),77.082119,28.692543
DTC,,DL1PC9305,,2021-12-16 17:48:18,27,SNPD (U03162),77.26016,28.561242
DTC,Rohini3,DL1PC8682,,2021-12-16 17:48:10,8,Multan Nagar (U01020),77.105783,28.6783
CLUSTER,,DL1PD2454,,2021-12-16 17:47:55,17,Jahangirpuri E-Block (U01764),77.1713,28.7324
CLUSTER,,DL1PC6847,,2021-12-16 17:47:20,0,CPWD Colony Vasant Vihar (U01654),77.164694,28.554792
DTC,,DL1PC8664,,2021-12-16 17:45:38,10,Narela Mandi (DTC1548),77.088422,28.847028
CLUSTER,,DL1PD3041,,2021-12-16 17:44:25,27,Kirti Nagar (U01344),77.1376,28.655
DTC,,DL1PC9360,,2021-12-16 17:43:09,19,Shadipur Depot (U01542),77.1553,28.6536
DTC,SHADIPUR,DL1PC3080,,2021-12-16 17:39:33,16,Nangli Dairy (U00367),77.017944,28.619772
DTC,,DL1PC7267,,2021-12-16 17:36:51,18,SagarPur Vashisht Park (U00974),77.101033,28.609215
CLUSTER,,DL1PC4325,,2021-12-16 17:35:00,13,Delite Cinema (U02841),77.2352,28.6412
CLUSTER,,DL1PD2644,,2021-12-16 17:33:25,10,ISBT Nityanand Marg (DC3596),77.2253,28.668217
CLUSTER,,DL1PD2649,,2021-12-16 17:32:56,20,Munirka DDA Flats (U01791),77.17635,28.555433
DTC,,DL1PC9370,,2021-12-16 17:32:11,25,Ordinance Depot (U01084),77.115017,28.677133
CLUSTER,,DL1PC5474,,2021-12-16 17:25:59,14,Darya Ganj Golcha Cinema (U02922),77.240515,28.643756
DTC,,DL1PC8208,,2021-12-16 17:25:37,24,South Patel Nagar (Metro Station) (U01729),77.1689,28.6454
CLUSTER,,DL1PD3382,,2021-12-16 17:23:30,35,Madhu Vihar (U00566),77.0614,28.599883
CLUSTER,,DL1PD3617,,2021-12-16 17:20:14,18,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838
DTC,,DL1PC8336,,2021-12-16 17:17:42,23,Anand Parvat Terminal (U01934),77.183752,28.657571
CLUSTER,,DL1PD2715,,2021-12-16 17:15:51,19,Seetapuri Extension (U00769),77.0848,28.6118
CLUSTER,,DL1PD2753,,2021-12-16 17:15:49,7,Hari Nagar Shaheed Pawan Sahni Chowk (U01047),77.110518,28.624804
CLUSTER,,DL1PD0080,,2021-12-16 17:15:34,36,Dwarka Sec-1 Mahalaxmi Apartment (U00644),77.072236,28.596431
CLUSTER,,DL1PC6298,,2021-12-16 17:15:17,8,Maharani Bagh (U03186),77.264535,28.576677
DTC,,DL1PC8229,,2021-12-16 17:15:04,20,SagarPur Vashisht Park (U00974),77.101033,28.609215
CLUSTER,,DL1PC5509,,2021-12-16 17:14:44,8,Jama Masjid (U02879),77.237833,28.651317
DTC,,DL1PC9358,,2021-12-16 17:12:57,22,New Moti nagar B Block (DTC1577),77.140689,28.663636
CLUSTER,,DL1PC6197,,2021-12-16 17:10:35,20,Zoo (U02905),77.240216,28.608422
CLUSTER,,DL1PC5980,,2021-12-16 17:10:21,5,Baroda House (U02784),77.230278,28.615895
DTC,,DL1PC9286,,2021-12-16 17:07:49,9,Nehru Nagar (U03077),77.253917,28.568283
CLUSTER,,DL1PD2739,,2021-12-16 17:06:26,0,Shadipur Depot (U01543),77.1555,28.653117
DTC,,DL1PC9352,,2021-12-16 17:03:18,16,Old Delhi Railway Station (Fatehpuri) (U02699),77.225222,28.660217
CLUSTER,,DL1PD1157,,2021-12-16 17:03:09,26,DDU Hospital (U01057),77.111,28.6282
CLUSTER,,DL1PC6761,,2021-12-16 17:02:29,13,CPWD Colony Vasant Vihar (U01654),77.164694,28.554792
CLUSTER,,DL1PD2787,,2021-12-16 17:01:59,31,Shakurpur JJColony (U01411),77.143419,28.681066
CLUSTER,,DL1PD2292,,2021-12-16 16:59:43,28,Subroto Park (Arjun Path) (U01502),77.151517,28.574317
CLUSTER,,DL1PC6295,,2021-12-16 16:59:25,0,Nehru Nagar (U03074),77.253994,28.569338
DTC,,DL1PC3061,,2021-12-16 16:58:50,19,Kakrola Bridge (U00377),77.024856,28.619758
CLUSTER,,DL1PD0047,,2021-12-16 16:58:29,9,Najafgarh Terminal (U00192),76.977953,28.614467
CLUSTER,,DL1PC6660,,2021-12-16 16:57:51,16,DDA Flats KalkaJi (U03135),77.257817,28.528315
DTC,,DL1PC7244,,2021-12-16 16:55:15,19,Subhash Nagar Crossing / Mukherji Park (U01038),77.108859,28.64192
CLUSTER,,DL1PD0860,,2021-12-16 16:54:15,0,Inderlok Metro Station (U01727),77.168983,28.673633
DTC,,DL1PC8030,,2021-12-16 16:51:55,11,Inder Puri (Krishi Kunj) (U01456),77.1466,28.6372
DTC,,DL1PC8542,,2021-12-16 16:50:14,21,New Moti nagar B Block (DTC1577),77.140689,28.663636
DTC,,DL1PC7324,,2021-12-16 16:49:33,0,Uttam Nagar Terminal(U00600) (U00600),77.066948,28.625329
DTC,,DL1PC7226,,2021-12-16 16:48:36,31,Dabri Xing (U00781),77.0862,28.6128
CLUSTER,,DL1PD2813,,2021-12-16 16:47:56,19,Shivaji Stadium Terminal (U02514),77.21545,28.633083
DTC,SHADIPUR,DL1PC3063,,2021-12-16 16:46:08,6,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD0977,,2021-12-16 16:38:32,24,Indian Oil Station (DC3633),77.108783,28.577583
DTC,SHADIPUR,DL1PC3159,,2021-12-16 16:37:40,27,Nehru Place (U03029),77.2492,28.5486
CLUSTER,,DL1PC6542,,2021-12-16 16:37:29,9,Samalkha Village (U00834),77.090227,28.534241
CLUSTER,,DL1PD0922,,2021-12-16 16:36:48,23,South Extension (U02556),77.217614,28.568941
CLUSTER,,DL1PD2378,,2021-12-16 16:36:35,14,Mori Gate Terminal (U02627),77.221928,28.666217
DTC,,DL1PC7148,,2021-12-16 16:34:15,36,Lado Sarai (U02078),77.193533,28.5226
CLUSTER,,DL1PC4824,,2021-12-16 16:32:07,15,Garhi Gaon (U03046),77.2512,28.5621
DTC,,DL1PC9183,,2021-12-16 16:31:50,11,Mehrauli Terminal (U01915),77.182258,28.522561
CLUSTER,,DL1PD3094,,2021-12-16 16:31:04,16,Adarsh Nagar / Bharola Village (U01761),77.170867,28.715917
CLUSTER,,DL1PD3035,,2021-12-16 16:29:01,14,Amrit Vihar (U01938),77.1838,28.7643
DTC,,DL1PC9213,,2021-12-16 16:29:00,46,SNPD (U03162),77.26016,28.561242
DTC,,DL1PC8627,,2021-12-16 16:24:07,39,Jain Mandir (DC4835),77.142633,28.77715
CLUSTER,,DL1PD0622,,2021-12-16 16:23:49,35,CRPF Camp / Crown Plaza (DC3706),77.2722,28.527783
CLUSTER,,DL1PC4283,,2021-12-16 16:23:49,24,Rohini Sec 23 Pkt 1 (Green Hill Aptt.) (DC0045),77.08471,28.719309
CLUSTER,,DL1PD0796,,2021-12-16 16:23:13,43,IOL (DC3634),77.116967,28.57535
DTC,,DL1PC9208,,2021-12-16 16:22:06,25,Police Station Nizamuddin (Dargah) (U02977),77.245107,28.59137
DTC,,DL1PC8343,,2021-12-16 16:21:29,8,Kalyan Puri Crossing (U03723),77.3214,28.6144
CLUSTER,,DL1PD2509,,2021-12-16 16:15:41,0,Kapashera Border (U00736),77.082442,28.522481
CLUSTER,,DL1PD2484,,2021-12-16 16:11:47,16,Nehru Place Terminal (U03089),77.2552,28.5481
CLUSTER,,DL1PD1155,,2021-12-16 16:07:27,28,Virender Nagar/ Dilli Haat (DC4063),77.09761,28.623584
CLUSTER,,DL1PD2467,,2021-12-16 16:05:37,16,Nehru Place Terminal (U03089),77.2552,28.5481
DTC,,DL1PC7080,,2021-12-16 16:05:21,29,Pushp Vihar (U02762),77.230317,28.5247
DTC,,DL1PC7689,,2021-12-16 15:58:29,21,Britannia (U01478),77.149149,28.684893
CLUSTER,,DL1PD3053,,2021-12-16 15:58:24,31,Natthupura (DC3797),77.180733,28.768867
CLUSTER,,DL1PD2002,,2021-12-16 15:57:29,23,Punjabi Bagh Terminal (U01330),77.137317,28.66735
CLUSTER,,DL1PD2868,,2021-12-16 15:56:25,18,Jia Sarai (U02069),77.189083,28.5483
CLUSTER,,DL1PC6456,,2021-12-16 15:50:19,10,Hamdard Nagar / Sangam Vihar (U03036),77.249778,28.511838
DTC,,DL1PC7248,,2021-12-16 15:44:31,8,Uttam Nagar Terminal (U00598),77.066447,28.625449
DTC,,DL1PC9025,,2021-12-16 15:43:05,0,Wazirpur Depot (U01528),77.153736,28.691934
CLUSTER,,DL1PD0042,,2021-12-16 15:41:51,33,Vasant Village (U01606),77.160167,28.574967
DTC,,DL1PC7319,,2021-12-16 15:41:47,63,Keshopur Depot (U00802),77.0876,28.6525
CLUSTER,,DL1PD2314,,2021-12-16 15:41:32,37,Shastri Park (DC3593),77.251804,28.673195
DTC,,DL1PC7696,,2021-12-16 15:37:24,8,Wazirpur Depot (U01528),77.153736,28.691934
CLUSTER,,DL1PC5382,,2021-12-16 15:36:54,12,DDA Market Kalkaji (U03131),77.258506,28.529982
DTC,,DL1PC8751,,2021-12-16 15:36:13,0,Dallu Pura (U03709),77.319983,28.608617
CLUSTER,,DL1PD0910,,2021-12-16 15:32:53,15,Hyatt Hotel (GAIL) (U01947),77.186,28.5698
CLUSTER,,DL1PC6551,,2021-12-16 15:31:35,26,Masood Pur Village (U01517),77.154683,28.52535
CLUSTER,,DL1PD2094,,2021-12-16 15:30:15,9,Red Fort (U02862),77.2371,28.6577
CLUSTER,,DL1PD2359,,2021-12-16 15:29:55,29,Shivaji Stadium Terminal (U02514),77.21545,28.633083
DTC,BBM DTC,DL1PC9521,,2021-12-16 15:29:22,22,Bbm 11 Depot (DTC1104),77.210314,28.703444
DTC,TEHKHAND,DL1PC7553,,2021-12-16 15:26:23,23,E.S.I. Hospital (U99867),77.2805,28.5159
CLUSTER,,DL1PC5862,,2021-12-16 15:26:11,30,National Stadium (U02838),77.2347,28.6136
DTC,,DL1PC7645,,2021-12-16 15:19:19,16,Wazirpur Depot (U01528),77.153736,28.691934
CLUSTER,,DL1PD2997,,2021-12-16 15:18:15,41,North Point (Nursing Home) (DC3667),77.2189,28.5428
CLUSTER,,DL1PC5815,,2021-12-16 15:17:55,30,Kidwai Nagar (U02417),77.2095,28.5735
DTC,,DL1PC9111,,2021-12-16 15:15:47,31,Rang Puri (NH-8 Circle) (U01113),77.117833,28.543917
DTC,,DL1PC7109,,2021-12-16 15:14:50,14,Dwarka Sec-8 Metro Station (DC4929),77.06691,28.56622
CLUSTER,,DL1PC5847,,2021-12-16 15:14:11,0,ISBT Kashmere Gate Terminal (DC3707),77.227456,28.66696
