ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,POI NAME,POI longitude,POI latitude,POI TIME STAMP,POI SPEED
CLUSTER,Sunehari Pullah,DL1PC6039,TMS(-)_G,Azadpur Metro Station (U01903),77.180277,28.70742,19-12-2021 09:58,21
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,Preet Vihar (DC0109),77.292417,28.639333,19-12-2021 09:58,42
CLUSTER,Seemapuri,DL1PD3296,85UP_G,Delhi Secretariat (U03055),77.25235,28.62795,19-12-2021 09:58,38
DTC,Sarojani Nagar,DL1PC9462,544UP_D,Pushp Vihar (U02762),77.230317,28.5247,19-12-2021 09:58,24
CLUSTER,Seemapuri,DL1PD3189,221UP_C,Maharaj Pur Check Post (U03683),77.316583,28.643267,19-12-2021 09:58,30
CLUSTER,BBM2,DL1PD2360,258UP_G,Gatta Factory Sonia Vihar (DC3744),77.24565,28.72945,19-12-2021 09:58,39
CLUSTER,Dilshad Gardan,DL1PC7835,GL-23DOWN_G,Swaran Cinema (U03394),77.285917,28.663502,19-12-2021 09:58,25
CLUSTER,Sunehari Pullah, DL1PD0794,721DOWN_G,AIR Station (U01522),77.1535,28.6265,19-12-2021 09:58,26
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,Nirman Vihar (U03416),77.287683,28.636783,19-12-2021 09:58,35
DTC,Rohini3,DL1PC7062,970UP_D,Shakurpur Shiv Mandir (U01402),77.142183,28.680273,19-12-2021 09:58,27
DTC,KeshoPur,DL1PC7353,883UP_G,Jahangirpuri GT Road (U99993),77.1634,28.7252,19-12-2021 09:58,7
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Nehru Place (U03029),77.2492,28.5486,19-12-2021 09:58,32
CLUSTER,BBM2,DL1PD2618,258UP_G,Ludlow Castle (U02700),77.226,28.6724,19-12-2021 09:58,39
DTC,Rohini2,DL1PC9692,990EXTDOWN_D,Gole Market (Bhai Veer Singh Marg) (DC3754),77.205467,28.63225,19-12-2021 09:58,25
DTC,KALKAJI,DL1PC9037,502UP_D,Hauz Khas (U02315),77.2049,28.553,19-12-2021 09:57,26
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Uttam Nagar Terminal(U00600) (U00600),77.066948,28.625329,19-12-2021 09:57,0
CLUSTER,Dilshad Gardan,DL1PC6810,543ADOWN_G,Andrews Ganj (U02774),77.229627,28.566027,19-12-2021 09:57,41
DTC,VVD,DL1PC8591,523DOWN_D,Munirka DDA Flats (U01791),77.17635,28.555433,19-12-2021 09:57,30
CLUSTER,Dilshad Gardan,DL1PC7982,543ADOWN_G,Gazipur Village (U03662),77.315683,28.63225,19-12-2021 09:57,19
DTC,AND,DL1PC7037,680DOWN_D,Udyog Bhawan (U02465),77.211917,28.61275,19-12-2021 09:57,26
DTC,Peera Ghari,DL1PC7174,NDRSBG DOWN_D,Kamla Market / Ajmeri Gate (U02647),77.223733,28.6448,19-12-2021 09:57,15
CLUSTER,OKHLA,DL1PD1695,781DOWN_G,Madhu Vihar (U00566),77.0614,28.599883,19-12-2021 09:57,25
CLUSTER,Dichaone Kalan Cluster,DL1PD2367,753DOWN_G,Payal Cinema (U01348),77.1384,28.6314,19-12-2021 09:57,21
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Arjun Nagar (U03444),77.2915,28.6564,19-12-2021 09:57,26
DTC,BBM DTC,DL1PC8878,26UP_D,Bharti Nagar (U02757),77.228717,28.596683,19-12-2021 09:57,47
CLUSTER,Sunehari Pullah,DL1PC3488,408EXTCLDOWN_C,RML Hospital (U02165),77.197924,28.624508,19-12-2021 09:57,14
DTC,KALKAJI,DL1PC8934,522SPL_UP_P2_D,Seikh Sarai Ph-II (DTC1841),77.232131,28.533607,19-12-2021 09:57,14
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Kaya Maya Hospital (U03224),77.269017,28.50825,19-12-2021 09:57,43
DTC,Sarojani Nagar,DL1PC9462,544UP_D,Pushpa Bhawan (U02798PB),77.231317,28.527867,19-12-2021 09:57,35
CLUSTER,BBM2,DL1PD2360,258UP_G,Pusta No 3 Sonia Vihar (DC3730),77.244833,28.7256,19-12-2021 09:57,10
DTC,KANJHAWLA DTC,DL1PC9372,972UP_G,Mangol Puri Y Block (U00831),77.08951,28.7029,19-12-2021 09:57,8
DTC,SNPD,DL1PC9310,794DOWN_G,Lodhi Colony (U99988),77.224533,28.584817,19-12-2021 09:57,32
DTC,Peera Ghari,DL1PC7174,NDRSBG DOWN_D,Ajmeri Gate / Kamla Market (U02703),77.22405,28.644083,19-12-2021 09:57,18
CLUSTER,Sunehari Pullah,DL1PC6039,TMS(-)_G,Model Town III (U01966),77.185383,28.706117,19-12-2021 09:57,7
CLUSTER,Seemapuri,DL1PD3126,221UP_C,Shastri Park (DC3577),77.251826,28.673515,19-12-2021 09:57,37
CLUSTER,OKHLA,DL1PD0133,764UP_G,Dwarka Flyover (DC3630),77.091533,28.58395,19-12-2021 09:57,29
DTC,GAZIPUR,DL1PC7173,165DOWN_D,CV Raman ITI (U02338),77.2048,28.726683,19-12-2021 09:57,27
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,Garhi Gaon (U03046),77.2512,28.5621,19-12-2021 09:57,26
CLUSTER,Dilshad Gardan,DL1PC6731,543ADOWN_G,Nehru Nagar (U03074),77.253994,28.569338,19-12-2021 09:57,12
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Uttam Nagar Terminal(U00600) (U00600),77.066948,28.625329,19-12-2021 09:57,15
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Seelampur Metro Station (U03198),77.266485,28.670722,19-12-2021 09:57,15
DTC,AND,DL1PC7078,469DOWN_C,Shakarpur Crossing (U03382),77.284783,28.635667,19-12-2021 09:57,0
CLUSTER,Sunehari Pullah, DL1PD0794,721DOWN_G,Inderpuri A-Block (U01490),77.1511,28.6287,19-12-2021 09:57,24
CLUSTER,BBM2,DL1PD2618,258UP_G,Exchange Store / Civil Lines Metro Station (U02678),77.225033,28.676617,19-12-2021 09:57,34
CLUSTER,Dilshad Gardan,DL1PC6820,534UP_G,Hasanpur Depot (U03587),77.308099,28.635896,19-12-2021 09:57,11
CLUSTER,Dilshad Gardan,DL1PC7982,543ADOWN_G,NHW 24 Gazipur Crossing (U03675),77.316418,28.630303,19-12-2021 09:57,32
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,Lajpat Nagar Crossing (U03041LN),77.2501,28.5643,19-12-2021 09:57,29
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Radheypuri (U03457),77.2925,28.654,19-12-2021 09:57,33
DTC,AND,DL1PC7078,469DOWN_C,Shakarpur Crossing (U03380),77.28495,28.635367,19-12-2021 09:57,28
CLUSTER,Sunehari Pullah,DL1PD0910,727UP_G,R K Puram Sec-7 (U01782),77.1727,28.5706,19-12-2021 09:57,22
CLUSTER,BBM2,DL1PD2618,258UP_G,Nehru Vihar Crossing (U02705),77.226233,28.709067,19-12-2021 09:57,28
DTC,KALKAJI,DL1PC_9535,306UP_D,Trilok Puri 13 Block (U03581),77.306189,28.612579,19-12-2021 09:57,30
CLUSTER,Rajghat3,DL1PD0570,534UP_G,Nehru Place (U03087),77.254033,28.547317,19-12-2021 09:57,39
DTC,SNPD,DL1PC9310,794DOWN_G,Lodhi Colony 18-Block (U02661),77.22425,28.586733,19-12-2021 09:56,34
CLUSTER,Dilshad Gardan,DL1PC6731,543ADOWN_G,PG DAV College / Sri Niwaspuri (U03062),77.253044,28.567255,19-12-2021 09:56,39
DTC,Peera Ghari,DL1PC7174,NDRSBG DOWN_D,New Delhi Railway Station,77.225822,28.643379,19-12-2021 09:56,18
CLUSTER,Seemapuri,DL1PD3189,221UP_C,Anand Vihar ISBT Main Road (DC3612),77.317879,28.64696,19-12-2021 09:56,20
DTC,Rohini2,DL1PC9127,181ADOWN_G,Gulabi Bagh (U02023),77.188525,28.674998,19-12-2021 09:56,21
CLUSTER,Rajghat3,DL1PC6607,212DOWN_C,Jhilmil Xing (U03689),77.3174,28.6761,19-12-2021 09:56,29
DTC,AND,DL1PC7037,680DOWN_D,Rail Bhawan Metro Station / Krishi Bhawan (U02466),77.212067,28.61495,19-12-2021 09:56,24
DTC,BBM DTC,DL1PC8878,26UP_D,Sujan Singh Park (U02770),77.22945,28.601017,19-12-2021 09:56,26
DTC,KeshoPur,DL1PC7353,883UP_G,Mahindra Park (DC3655),77.166162,28.721715,19-12-2021 09:56,23
CLUSTER,Seemapuri,DL1PD3296,85UP_G,Rainy Well (U03160),77.260983,28.628061,19-12-2021 09:56,35
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Tughlaqabad Village (U03192),77.265,28.509283,19-12-2021 09:56,16
DTC,RAJGHAT1,DL1PC3077,307UP_G,Trilok Puri 16 Block (DC5509),77.307973,28.611969,19-12-2021 09:56,20
CLUSTER,BBM2,DL1PD2254,211DOWN_G,Seelam Pur Metro Mall (U03223),77.268275,28.670962,19-12-2021 09:56,11
CLUSTER,BBM2,DL1PD2618,258UP_G,Police Station Timarpur (U02656),77.223917,28.707017,19-12-2021 09:56,33
CLUSTER,Kair Depot,DL1PD1536,724UP_G,Uttam Nagar Terminal (U00598),77.066447,28.625449,19-12-2021 09:56,0
CLUSTER,Rajghat3,DL1PD0740,522CLDOWN_C,Scindia House (U02626),77.2219,28.6287,19-12-2021 09:56,35
CLUSTER,Seemapuri,DL1PD3126,221UP_C,Shyam Giri Mandir (U03019),77.24775,28.6741,19-12-2021 09:56,26
DTC,Rohini2,DL1PC9692,990EXTDOWN_D,PS Mandir Marg (U02276),77.202928,28.637432,19-12-2021 09:56,39
DTC,Dwarka Sector8,DL1PC7594,717DOWN_G,Ambedkar Nagar Depot (U02746),77.2286,28.5151,19-12-2021 09:56,11
CLUSTER,Sunehari Pullah,DL1PC3488,408EXTCLDOWN_C,Talkatora Road (U02277),77.2031,28.6222,19-12-2021 09:56,37
CLUSTER,Dichaone Kalan Cluster,DL1PD2367,753DOWN_G,Naraina Vihar / Indra Market (U01305),77.135333,28.626883,19-12-2021 09:56,28
DTC,KALKAJI,DL1PC_9535,306UP_D,Kotla Village (U03534),77.3014,28.6132,19-12-2021 09:56,12
DTC,Dwarka Sector 2,DL1PC8922,RL-77EXTDOWN_D,Shivaji Park (U02663),77.224176,28.638735,19-12-2021 09:56,45
DTC,Narela,DL1PC9240,103UP_G,Narela Primary School (DC4538),77.088291,28.846917,19-12-2021 09:56,16
DTC,AND,DL1PC7078,469DOWN_C,Shakarpur (U03345),77.281942,28.633394,19-12-2021 09:56,40
DTC,KeshoPur,DL1PC7353,883UP_G,Sarai Peepal Thala (U01699),77.166983,28.720417,19-12-2021 09:56,18
CLUSTER,Sunehari Pullah,DL1PD0910,727UP_G,Mohan Singh Market (U01831),77.176,28.5666,19-12-2021 09:56,30
DTC,Sarojani Nagar,DL1PC9462,544UP_D,Seikh Sarai Ph-II (DTC1841),77.232131,28.533607,19-12-2021 09:55,15
DTC,VVD,DL1PC8955,604 CHHATARPUR_N DELHI R DOWN_D,UK High Commision (DTC1916),77.191168,28.598443,19-12-2021 09:55,35
DTC,GAZIPUR,DL1PC7173,165DOWN_D,Burari Crossing (U02181),77.199267,28.728567,19-12-2021 09:55,8
DTC,KANJHAWLA DTC,DL1PC9372,972UP_G,Buddh vihar (DC3749),77.087483,28.70415,19-12-2021 09:55,15
CLUSTER,BBM2,DL1PD2360,258UP_G,Pusta No 2 Sonia Vihar (DC3728),77.243933,28.721467,19-12-2021 09:55,21
CLUSTER,OKHLA,DL1PD0133,764UP_G,Manglapuri (DTC1436),77.086437,28.587226,19-12-2021 09:55,18
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,KarKarDooma Crossing (U03495),77.297317,28.643217,19-12-2021 09:55,33
DTC,SNPD,DL1PC9197,427UP_D,Pushp Vihar (U02762),77.230317,28.5247,19-12-2021 09:55,34
CLUSTER,Sunehari Pullah,DL1PC5980,181ADOWN_G,New Delhi Railway Station Gate 1 (U02577),77.218562,28.64168,19-12-2021 09:55,5
CLUSTER,Sunehari Pullah,DL1PC6039,TMS(-)_G,Model Town II (U02070),77.190828,28.704122,19-12-2021 09:55,25
CLUSTER,Rajghat3,DL1PC6607,212DOWN_C,Shahadara Border (Dilshad Garden Mtr Stn) (DC3662),77.321233,28.676167,19-12-2021 09:55,28
DTC,RAJGHAT1,DL1PC3077,307UP_G,Trilokpuri 13 Block (U03604),77.306183,28.612817,19-12-2021 09:55,25
CLUSTER,Sunehari Pullah,DL1PD3590,TMS(-)_G,Bala Sahib Gurudwara (U03201),77.265916,28.581354,19-12-2021 09:55,33
CLUSTER,Dilshad Gardan,DL1PC7835,GL-23DOWN_G,East Krishna Nagar (U03412),77.28835,28.659883,19-12-2021 09:55,28
CLUSTER,BBM2,DL1PD2618,258UP_G,Balak Ram Hospital (U02635),77.223177,28.704961,19-12-2021 09:55,40
DTC,VVD,DL1PC8591,523DOWN_D,Ber Sarai (DC4610),77.181617,28.550617,19-12-2021 09:55,37
DTC,AND,DL1PC7032,525UP_D,Aya Nagar (DTC1057),77.130392,28.477028,19-12-2021 09:55,0
DTC,KALKAJI,DL1PC8934,522SPL_UP_P2_D,Pushpa Bhawan (U02798PB),77.231317,28.527867,19-12-2021 09:55,30
DTC,Rohini2,DL1PC9692,990EXTDOWN_D,Balmiki Mandir Marg (U02306),77.204483,28.639967,19-12-2021 09:55,18
DTC,Rohini3,DL1PC7062,970UP_D,Punjabi Bagh Terminal (U01337),77.13716,28.669047,19-12-2021 09:55,20
DTC,Dwarka Sector 2,DL1PC8922,RL-77EXTDOWN_D,Vivekanand Marg / Minto Road (U02706),77.225733,28.640867,19-12-2021 09:55,18
CLUSTER,BBM2,DL1PD2618,258UP_G,Old Secretariat (Postal Account Office) (U02628A),77.222285,28.683732,19-12-2021 09:55,30
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Seelampur (Jafrabad Road) (DC3995),77.269648,28.672327,19-12-2021 09:55,25
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,East of Kailash B-Block (U03106),77.255567,28.561917,19-12-2021 09:55,0
DTC,Rohini2,DL1PC9127,181ADOWN_G,Chowki No 2 / Gulabi Bagh Crossing (U02040),77.188967,28.677233,19-12-2021 09:55,14
CLUSTER,Dilshad Gardan,DL1PC7982,543ADOWN_G,Khichdipur (DC0130),77.31205,28.6258,19-12-2021 09:55,41
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,New Rajdhani Enclave (DC0108),77.29625,28.642117,19-12-2021 09:55,28
CLUSTER,Rajghat3,DL1PD0570,534UP_G,Pumposh Enclave (U02968),77.2441,28.5435,19-12-2021 09:55,15
DTC,KALKAJI,DL1PC9037,502UP_D,Padmani Enclave (U02281),77.2034,28.5492,19-12-2021 09:55,33
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,New Rajdhani Enclave (DC0108),77.29625,28.642117,19-12-2021 09:55,37
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Air Force Station (U03136),77.257867,28.511733,19-12-2021 09:55,36
DTC,SNPD,DL1PC9197,427UP_D,Pushpa Bhawan (U02798PB),77.231317,28.527867,19-12-2021 09:55,22
CLUSTER,Dilshad Gardan,dl1pc6479,GL-23DOWN_G,East Azad Nagar (U03384),77.283917,28.666167,19-12-2021 09:55,31
CLUSTER,Dilshad Gardan,DL1PC6820,534UP_G,Hasanpur Village (U03623),77.310567,28.636133,19-12-2021 09:55,15
DTC,AND,DL1PC7037,680DOWN_D,Aakashwani Bhawan (U02478),77.212633,28.62045,19-12-2021 09:55,25
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,Karkardooma Xing (U03500),77.29725,28.642867,19-12-2021 09:54,40
CLUSTER,Rajghat3,DL1PD4191,236DOWN_G,Tibiya College (U02121),77.1947,28.6574,19-12-2021 09:54,18
CLUSTER,BBM2,DL1PD2618,258UP_G,Timarpur (U02610),77.2212,28.700617,19-12-2021 09:54,40
CLUSTER,Sunehari Pullah,DL1PC6039,TMS(-)_G,Alpana Cinema (Model Town Mtr Stn) (U02124),77.193769,28.702691,19-12-2021 09:54,26
DTC,SNPD,DL1PC9310,794DOWN_G,Lodhi Garden / Mousam Bhawan (U02595),77.220675,28.590114,19-12-2021 09:54,27
DTC,RAJGHAT1,DL1PC3077,307UP_G,Kotla Village (U03534),77.3014,28.6132,19-12-2021 09:54,29
CLUSTER,BBM2,DL1PD2360,258UP_G,Pusta No 1 Sonia Vihar (DC3726),77.24335,28.718883,19-12-2021 09:54,9
CLUSTER,Seemapuri,DL1PD3126,221UP_C,Metro Train Depot (U02946),77.241633,28.673867,19-12-2021 09:54,25
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Jagatpuri  A Block (U03461),77.293123,28.651637,19-12-2021 09:54,39
DTC,KeshoPur,DL1PC7353,883UP_G,Adarsh Nagar / Bharola Village (U01761),77.170867,28.715917,19-12-2021 09:54,9
DTC,VVD,DL1PC8955,604 CHHATARPUR_N DELHI R DOWN_D,USSR Embassy (DTC1917),77.188087,28.592479,19-12-2021 09:54,42
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Zafrabad (DC3994),77.271694,28.676269,19-12-2021 09:54,33
DTC,BBM DTC,DL1PC8878,26UP_D,Shajahan Road UPSC (U02736),77.227917,28.608467,19-12-2021 09:54,34
DTC,KALKAJI,DL1PC_9535,306UP_D,ITI Khichiripur (U03498),77.2977,28.613,19-12-2021 09:54,31
CLUSTER,OKHLA,DL1PC1698,781DOWN_G,PS Kamla Market (U02714),77.2267,28.6429,19-12-2021 09:54,27
DTC,Peera Ghari,DL1PC7174,NDRSBG DOWN_D,New Delhi Railway Station,77.225822,28.643379,19-12-2021 09:54,11
DTC,Rohini2,DL1PC9692,990EXTDOWN_D,Panchkuian Road Banwari Lal Hospital (U02310),77.204717,28.64165,19-12-2021 09:54,13
DTC,KALKAJI,DL1PC9037,502UP_D,IIT Gate (Aurobindo Marg) (U02253),77.201967,28.54585,19-12-2021 09:54,27
CLUSTER,Rajghat3,DL1PC6606,85UP_G,Barakhamba Metro Station (U02688),77.2253,28.6294,19-12-2021 09:54,31
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,East of Kailash C-Block (U03141),77.258033,28.561933,19-12-2021 09:54,50
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Air Force Station (U03104),77.255467,28.511683,19-12-2021 09:54,30
CLUSTER,Dichaone Kalan Cluster,DL1PD2586,753DOWN_G,Guru Govind Singh University (Kashmere Gate) (U02786),77.2303,28.6652,19-12-2021 09:54,33
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Sant Nagar (U02999),77.246167,28.552367,19-12-2021 09:54,31
CLUSTER,Rajghat3,DL1PD0640,522CLDOWN_C,East Patel Nagar (U01804),77.1742,28.6404,19-12-2021 09:54,32
CLUSTER,BBM2,DL1PD2618,258UP_G,Vidhan Sabha Metro Station (U02620),77.22165,28.68775,19-12-2021 09:54,35
CLUSTER,Sunehari Pullah, DL1PD0794,721DOWN_G,Inder Puri JJ Colony (U01469),77.1479,28.6336,19-12-2021 09:54,30
CLUSTER,OKHLA,DL1PD1694,794DOWN_G,Rojdoot Hotel (U03054),77.2525,28.5827,19-12-2021 09:54,29
CLUSTER,OKHLA,DL1PD1694,794DOWN_G,Rojdoot Hotel (U03054),77.2525,28.5827,19-12-2021 09:54,29
CLUSTER,Dilshad Gardan,DL1PC6842,GL-23DOWN_G,ISBT Maharana Pratap Bus Terminal (U02805),77.230731,28.668265,19-12-2021 09:54,7
DTC,GAZIPUR,DL1PC7173,165DOWN_D,Christian Kabristan (DC3774),77.1902,28.7307,19-12-2021 09:54,33
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,Gagan Vihar (U03499),77.2977,28.6451,19-12-2021 09:54,44
CLUSTER,Dichaone Kalan Cluster,DL1PD2589,753DOWN_G,Mori Gate Terminal (U02681),77.225883,28.666517,19-12-2021 09:54,10
DTC,Sarojani Nagar,DL1PC9462,544UP_D,Chirag Delhi (U02799),77.232083,28.540967,19-12-2021 09:54,28
CLUSTER,Seemapuri,DL1PD3189,221UP_C,Ram Prastha Crossing (U03712),77.3202,28.6608,19-12-2021 09:54,33
CLUSTER,BBM2,DL1PD2618,258UP_G,Banarsi Daas Estate Timarpur (U02601),77.220577,28.697306,19-12-2021 09:54,38
CLUSTER,OKHLA,DL1PC1698,781DOWN_G,Vivekanand Marg / Minto Road (U02706),77.225733,28.640867,19-12-2021 09:54,39
DTC,Narela,DL1PC9240,103UP_G,Old Anaj Mandi (DC4537),77.088744,28.845686,19-12-2021 09:54,10
DTC,VVD,DL1PC8591,523DOWN_D,School Of Physical Science (DC4608),77.179433,28.546433,19-12-2021 09:54,20
CLUSTER,Rajghat3,DL1PD0740,522CLDOWN_C,Super Bazar (U02634),77.22305,28.632583,19-12-2021 09:54,27
CLUSTER,Dilshad Gardan,DL1PC7835,GL-23DOWN_G,Radheypuri (U03451),77.2919,28.655,19-12-2021 09:54,28
CLUSTER,Sunehari Pullah,DL1PD3590,TMS(-)_G,Maharani Bagh (U03186),77.264535,28.576677,19-12-2021 09:54,21
CLUSTER,Dilshad Gardan,DL1PC6731,543ADOWN_G,Lajpat Nagar (Ring Road) (U02951),77.242359,28.565142,19-12-2021 09:54,36
CLUSTER,OKHLA,DL1PD1694,794DOWN_G,Bhogal (U03045),77.250833,28.583533,19-12-2021 09:54,39
DTC,RAJGHAT1,DL1PC3077,307UP_G,ITI Khichiripur (U03497),77.2976,28.6128,19-12-2021 09:54,33
DTC,Dwarka Sector8,DL1PC7378,729UP_G,Shiv Murti / Dwarka More (U99827),77.108437,28.534898,19-12-2021 09:54,33
DTC,SHADIPUR,DL1PC8120,450DOWN_D,Anand Parvat Terminal (U01934),77.183752,28.657571,19-12-2021 09:54,0
CLUSTER,OKHLA,DL1PD1695,781DOWN_G,Raja Puri (DC3840),77.05483,28.60428,19-12-2021 09:54,35
CLUSTER,Dilshad Gardan,DL1PC6810,543ADOWN_G,AIIMS Ring Road (U02473),77.212498,28.569169,19-12-2021 09:54,34
CLUSTER,Sunehari Pullah,DL1PD0910,727UP_G,RK Puram Sec-1 (U01859),77.1785,28.5642,19-12-2021 09:54,16
CLUSTER,Dilshad Gardan,DL1PC6731,543ADOWN_G,Gupta Market (U02941),77.241433,28.564833,19-12-2021 09:54,36
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Jagatpuri F-Block (U03476),77.295529,28.648036,19-12-2021 09:54,40
CLUSTER,Rajghat3,DL1PD0640,522CLDOWN_C,NPL Colony (U01811),77.17465,28.63725,19-12-2021 09:54,39
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Kailash Colony (U02949),77.2432,28.554483,19-12-2021 09:54,34
DTC,GAZIPUR,DL1PC9248,534ADOWN_G,Balco Apartment (U03588),77.3067,28.6299,19-12-2021 09:53,25
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,SNPD (U03159),77.260617,28.560733,19-12-2021 09:53,23
CLUSTER,Seemapuri,DL1PD3189,221UP_C,Ram Prastha Temple (U03713),77.3202,28.6632,19-12-2021 09:53,32
CLUSTER,OKHLA,DL1PD1694,794DOWN_G,Bhogal (Jungpura) (DC4007),77.249733,28.584883,19-12-2021 09:53,34
CLUSTER,BBM2,DL1PD2618,258UP_G,Khyber Pass (U02613),77.2214,28.6902,19-12-2021 09:53,23
DTC,Rohini2,DL1PC9687,879DOWN_D,Janak Cinema (U00876),77.093097,28.610936,19-12-2021 09:53,35
CLUSTER,Dichaone Kalan Cluster,DL1PD2586,753DOWN_G,ISBT Kashmere Gate (U99914),77.229367,28.666867,19-12-2021 09:53,27
CLUSTER,OKHLA,DL1PD1695,781DOWN_G,Matiyala Xing (DC3629),77.052383,28.605083,19-12-2021 09:53,30
DTC,KALKAJI,DL1PC_9535,306UP_D,Shashi Garden Xing (U03463),77.2937,28.6136,19-12-2021 09:53,0
CLUSTER,OKHLA,DL1PC1698,781DOWN_G,Shivaji Park (U02663),77.224176,28.638735,19-12-2021 09:53,27
DTC,RAJGHAT1,DL1PC3077,307UP_G,Pocket-5 Mayur Vihar Ph-1 (U03473),77.2955,28.6132,19-12-2021 09:53,27
DTC,Dwarka Sector8,DL1PC7594,717DOWN_G,Khanpur Extension / Devli Xing (U02834),77.2344,28.514,19-12-2021 09:53,19
CLUSTER,Dilshad Gardan,DL1PC7835,GL-23DOWN_G,Jagatpuri A Block (U03459),77.292772,28.652211,19-12-2021 09:53,17
DTC,KeshoPur,DL1PC7353,883UP_G,New Sabzi Mandi (U01781),77.172422,28.714415,19-12-2021 09:53,12
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,Jagatpuri F-Block (U03476),77.295529,28.648036,19-12-2021 09:53,31
DTC,VVD,DL1PC8955,604 CHHATARPUR_N DELHI R DOWN_D,Railway Museum (U01973),77.1853,28.587,19-12-2021 09:53,29
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Madarsa / Welcome Seelam Pur (DC3993),77.273917,28.680583,19-12-2021 09:53,18
DTC,SNPD,DL1PC9197,427UP_D,Seikh Sarai Ph-II (DTC1841),77.232131,28.533607,19-12-2021 09:53,20
CLUSTER,Rajghat3,DL1PC6606,85UP_G,Modern School (U02743),77.227939,28.627831,19-12-2021 09:53,38
DTC,KANJHAWLA DTC,DL1PC9372,972UP_G,Krishna Vihar (U00765),77.081117,28.70965,19-12-2021 09:53,32
CLUSTER,Seemapuri,DL1PD3006,847UP_G,Uttam Nagar Terminal(U00600) (U00600),77.066948,28.625329,19-12-2021 09:53,14
DTC,Sarojani Nagar,DL1PC9462,544UP_D,Krishi Vihar (U02773),77.229683,28.5467,19-12-2021 09:53,34
CLUSTER,OKHLA,DL1PD0133,764UP_G,Health Centre (U00732),77.0814,28.591,19-12-2021 09:53,24
DTC,GAZIPUR,DL1PC7173,165DOWN_D,Mukund Pur Chowk (U01941),77.184219,28.732215,19-12-2021 09:53,10
CLUSTER,Sunehari Pullah, DL1PD0794,721DOWN_G,Inder Puri Krishi Kunj (U01458),77.146835,28.637034,19-12-2021 09:53,22
DTC,KALKAJI,DL1PC_9535,306UP_D,P S Pandav Nagar (U03437),77.2911,28.6142,19-12-2021 09:53,34
DTC,RAJGHAT1,DL1PC3077,307UP_G,Shashi Garden Xing (U03463),77.2937,28.6136,19-12-2021 09:53,10
CLUSTER,Rajghat3,DL1PC0272,212DOWN_C,Gurudwara Nanak Sar Crossing (Signature Bridge) (DC4796),77.2471,28.704867,19-12-2021 09:53,26
DTC,RAJGHAT1,DL1PC3197,307UP_G,Rainy Well (U03157),77.260721,28.628274,19-12-2021 09:53,9
DTC,Rohini2,DL1PC9687,879DOWN_D,Desu Colony Janak Puri (U00907),77.095348,28.610011,19-12-2021 09:53,26
DTC,VVD,DL1PC8591,523DOWN_D,FAI (DC4607),77.1801,28.543633,19-12-2021 09:53,37
DTC,KANJHAWLA DTC,DL1PC9375,182ADOWN_G,ISBT Kashmere Gate Terminal (DC4574),77.22751,28.667007,19-12-2021 09:53,23
DTC,GAZIPUR,DL1PC9248,534ADOWN_G,Vijaya Laxmi Apartment (U40001A),77.3089,28.6288,19-12-2021 09:53,32
DTC,Rohini2,DL1PC9127,181ADOWN_G,Bharat Nagar Crossing / Sri Nagar Colony (U01965BN),77.184619,28.680968,19-12-2021 09:52,23
DTC,SNPD,DL1PC9310,794DOWN_G,S J Madrasa (U02476),77.2127,28.5887,19-12-2021 09:52,34
DTC,KALKAJI,DL1PC9037,502UP_D,Mother School (DTC1501),77.19915,28.540541,19-12-2021 09:52,43
