ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,POI NAME,POI longitude,POI latitude,POI TIME STAMP,POI SPEED
DTC,AND,DL1PC7078,469DOWN_C,New Rajdhani Enclave (U03482),77.29635,28.642483,19-12-2021 10:04,0
DTC,KALKAJI,DL1PC9037,502UP_D,Kidwai Nagar (INA Colony) (U02435),77.2099,28.5761,19-12-2021 10:04,18
DTC,Rohini3,DL1PC7062,970UP_D,Road No-44 Crossing (DC4299),77.136168,28.686426,19-12-2021 10:04,35
CLUSTER,Dilshad Gardan,DL1PC6820,534UP_G,Vijaya Laxmi Apartment (U03610),77.309017,28.6289,19-12-2021 10:04,26
DTC,VVD,DL1PC8591,523DOWN_D,Rk Puram Sec-7 Som Vihar (DTC1753),77.172814,28.570557,19-12-2021 10:03,42
DTC,AND,DL1PC7078,469DOWN_C,New Rajdhani Enclave (DC0108),77.29625,28.642117,19-12-2021 10:03,37
CLUSTER,Rajghat3,DL1PC6607,212DOWN_C,Tahir Pur (DC5504),77.316516,28.685174,19-12-2021 10:03,36
DTC,KALKAJI,DL1PC8934,522SPL_UP_P2_D,Siri Fort Road (U02734),77.228011,28.552915,19-12-2021 10:03,27
DTC,Dwarka Sector8,DL1PC7594,717DOWN_G,Maidan Garhi Crossing (SDM Court) (U02383),77.2078,28.51955,19-12-2021 10:03,36
CLUSTER,Seemapuri,DL1PD3126,221UP_C,Welcome Metro Station (U03300),77.27715,28.672783,19-12-2021 10:03,27
CLUSTER,Dilshad Gardan,DL1PC7835,GL-23DOWN_G,Welcome Colony (U03241),77.2698,28.6711,19-12-2021 10:03,18
CLUSTER,Rajghat3,DL1PD0570,534UP_G,Bharat Nagar Crossing (U03258),77.2723,28.5622,19-12-2021 10:03,24
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Shastri Park Metro Depot (U02948),77.241183,28.673433,19-12-2021 10:03,40
CLUSTER,Sunehari Pullah, DL1PD0794,721DOWN_G,Pusa Quarters (U01692),77.166983,28.630033,19-12-2021 10:03,24
DTC,Dwarka Sector8,DL1PC7378,729UP_G,Kapashera Border (U00736),77.082442,28.522481,19-12-2021 10:03,0
DTC,Sarojani Nagar,DL1PC9401,544UP_D,Ambedkar Nagar Depot (U02746),77.2286,28.5151,19-12-2021 10:03,28
CLUSTER,Dilshad Gardan,dl1pc6479,GL-23DOWN_G,Dharam Pura (U03167),77.261917,28.670717,19-12-2021 10:03,35
CLUSTER,Seemapuri,DL1PD3296,85UP_G,Tilak Bridge (U02887),77.2387,28.6253,19-12-2021 10:03,34
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,Bala Sahib Gurudwara (U03201),77.265916,28.581354,19-12-2021 10:03,35
CLUSTER,Rajghat3,DL1PD0740,522CLDOWN_C,Claridges Hotel (U02555),77.217783,28.602517,19-12-2021 10:03,37
CLUSTER,Seemapuri,DL1PD2590,221UP_C,Shyam Giri Mandir (U03019),77.24775,28.6741,19-12-2021 10:03,26
CLUSTER,Dilshad Gardan,DL1PC6731,543ADOWN_G,Sarai Kale Khan ISBT (U03139HT),77.258099,28.590307,19-12-2021 10:03,29
CLUSTER,BBM2,DL1PD2360,258UP_G,Sabhapur More (DC3741),77.243933,28.75015,19-12-2021 10:03,39
CLUSTER,BBM2,DL1PD2618,258UP_G,Pusta No 1 Sonia Vihar (DC3726),77.24335,28.718883,19-12-2021 10:03,25
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Govind Puri Metro Station (U03185),77.2641,28.545217,19-12-2021 10:03,28
DTC,Narela,DL1PC8627,708UP_G,Bharat Mata School (DC4555),77.076871,28.833074,19-12-2021 10:03,21
CLUSTER,Sunehari Pullah,DL1PC3488,408EXTCLDOWN_C,New Rajinder Nagar Post Office (U01930),77.182967,28.636825,19-12-2021 10:03,17
DTC,SNPD,DL1PC9197,427UP_D,Maidan Garhi Crossing (SDM Court) (U02383),77.2078,28.51955,19-12-2021 10:03,30
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Kanti Nagar Extension (U03340),77.2809,28.6704,19-12-2021 10:03,35
CLUSTER,Rajghat3,DL1PC6727,85UP_G,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671,19-12-2021 10:03,0
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Shastri Park DMRC Depot (DC3594),77.243433,28.674167,19-12-2021 10:03,38
CLUSTER,Rajghat3,DL1PC6606,85UP_G,Panchkuian Road (U02364),77.2067,28.6402,19-12-2021 10:03,14
CLUSTER,OKHLA,DL1PD1695,781DOWN_G,Dwarka Sec 1 (U99641),77.073867,28.594283,19-12-2021 10:03,15
DTC,AND,DL1PC7037,680DOWN_D,PS Chankya Puri (DC4250),77.1966,28.603617,19-12-2021 10:03,30
DTC,Rohini3,DL1PC7062,970UP_D,Mahindra Park Road No-44 (DC4298),77.136129,28.684076,19-12-2021 10:03,21
CLUSTER,Dichaone Kalan Cluster,DL1PD2367,753DOWN_G,Pandav Nagar (U01520),77.153678,28.650051,19-12-2021 10:03,15
CLUSTER,Rajghat3,DL1PD0570,534UP_G,Holy Family Hospital (U04000A),77.2727,28.5608,19-12-2021 10:03,19
CLUSTER,OKHLA,DL1PD0133,764UP_G,IOL (DC3634),77.116967,28.57535,19-12-2021 10:03,42
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Kalkaji Mandir (MaaAnandmayeeMarg) (U03174),77.263,28.5479,19-12-2021 10:03,38
CLUSTER,Seemapuri,DL1PD3126,221UP_C,Seelam Pur Petrol Pump (U03268),77.273467,28.672117,19-12-2021 10:03,37
CLUSTER,Dilshad Gardan,DL1PC7835,GL-23DOWN_G,Welcome Colony Metro Station (U03296),77.275,28.672,19-12-2021 10:03,26
DTC,KALKAJI,DL1PC_9535,306UP_D,Kalyan Puri Terminal (DC5387),77.317713,28.617005,19-12-2021 10:03,0
CLUSTER,BBM2,DL1PD2254,211DOWN_G,Shashtri Park Metro Station,77.241079,28.673652,19-12-2021 10:03,38
CLUSTER,Dilshad Gardan,DL1PC6820,534UP_G,Balco Apartment (U03591),77.306917,28.62985,19-12-2021 10:03,23
DTC,VVD,DL1PC8591,523DOWN_D,Mohan Singh Market (U01831),77.176,28.5666,19-12-2021 10:03,35
CLUSTER,Rajghat3,DL1PD4191,236DOWN_G,Anand Parvat Industrial Area (U01812),77.175758,28.664314,19-12-2021 10:03,13
DTC,GAZIPUR,DL1PC9248,534ADOWN_G,Maharaj Pur Check Post (U03683),77.316583,28.643267,19-12-2021 10:02,30
DTC,KALKAJI,DL1PC8934,522SPL_UP_P2_D,Krishi Vihar (U02773),77.229683,28.5467,19-12-2021 10:02,14
CLUSTER,Rajghat3,DL1PC6607,212DOWN_C,GTB Enclave (DC5502),77.312772,28.683188,19-12-2021 10:02,26
CLUSTER,Sunehari Pullah,DL1PC6039,TMS(-)_G,Kewal Park (U99775),77.175675,28.709421,19-12-2021 10:02,14
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,Gazipur Depot (U03667),77.315817,28.64195,19-12-2021 10:02,32
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Jharkhandi (U03346),77.28225,28.66785,19-12-2021 10:02,31
DTC,SNPD,DL1PC9219,794DOWN_G,Nauroji Nagar (U02131),77.192628,28.569218,19-12-2021 10:02,44
CLUSTER,Sunehari Pullah,DL1PD0910,727UP_G,Vasant Village / Shani Mandir (U01587),77.158791,28.575501,19-12-2021 10:02,24
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,TELCO Gazipur (U03651),77.3154,28.6409,19-12-2021 10:02,34
DTC,Sarojani Nagar,DL1PC9401,544UP_D,Ambedkar Nagar Terminal (U02717),77.226576,28.516193,19-12-2021 10:02,19
DTC,GAZIPUR,DL1PC9248,534ADOWN_G,Gazipur Depot (U03667),77.315817,28.64195,19-12-2021 10:02,32
CLUSTER,Seemapuri,DL1PD2590,221UP_C,Metro Train Depot (U02946),77.241633,28.673867,19-12-2021 10:02,39
CLUSTER,Dichaone Kalan Cluster,DL1PD2367,753DOWN_G,Naraina Depot (U01497),77.1512,28.6487,19-12-2021 10:02,37
CLUSTER,Dilshad Gardan,DL1PD3692,336AUP_C,RK Puram Sec 1 (U01852),77.178557,28.563268,19-12-2021 10:02,40
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Lal Kuan (U03366),77.284517,28.5026,19-12-2021 10:02,28
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Shyam Giri Mandir (U03020),77.248024,28.67382,19-12-2021 10:02,33
DTC,GAZIPUR,DL1PC9248,534ADOWN_G,TELCO Gazipur (U03651),77.3154,28.6409,19-12-2021 10:02,26
DTC,AND,DL1PC7037,680DOWN_D,Teen Murti (DC4251),77.199067,28.605717,19-12-2021 10:02,32
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,Laxmi Nagar (U03307),77.2789,28.6313,19-12-2021 10:02,30
CLUSTER,Rajghat3,DL1PC6721,165DOWN_D,Anand Vihar ISBT Terminal (U03679),77.314618,28.64671,19-12-2021 10:02,0
DTC,Narela,DL1PC8627,708UP_G,Maharaja Agrassen School (DC4554),77.079333,28.835906,19-12-2021 10:02,19
CLUSTER,Dilshad Gardan,DL1PD3639,543ADOWN_G,Nauroji Nagar (U02131),77.192628,28.569218,19-12-2021 10:02,38
DTC,Rohini2,DL1PC9687,879DOWN_D,A-1 Janakpuri (DTC1002),77.067786,28.624385,19-12-2021 10:02,41
DTC,Dwarka Sector8,DL1PC7594,717DOWN_G,Saket Crossing (U02533),77.216283,28.5179,19-12-2021 10:02,25
DTC,VVD,DL1PC8591,523DOWN_D,R K Puram Sec-1 (U01848),77.1783,28.5647,19-12-2021 10:02,22
CLUSTER,BBM2,DL1PD3633,211DOWN_G,East Azad Nagar (U03384),77.283917,28.666167,19-12-2021 10:02,25
CLUSTER,Sunehari Pullah, DL1PD0794,721DOWN_G,NASC Dasghara (U01620),77.1622,28.6254,19-12-2021 10:02,31
CLUSTER,Dilshad Gardan,DL1PD3692,336AUP_C,R K Puram Nab (U01821),77.17573,28.56102,19-12-2021 10:02,31
CLUSTER,BBM2,DL1PD2360,258UP_G,Annpurna Mandir (DC3739),77.2467,28.7424,19-12-2021 10:01,37
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Shastri Park (DC3593),77.251804,28.673195,19-12-2021 10:01,40
DTC,Sarojani Nagar,DL1PC9462,544UP_D,Ambedkar Nagar Depot (U02746),77.2286,28.5151,19-12-2021 10:01,8
CLUSTER,Rajghat3,DL1PC0272,212DOWN_C,Banarsi Daas Estate Timarpur (U02601),77.220577,28.697306,19-12-2021 10:01,37
CLUSTER,BBM2,DL1PD2254,211DOWN_G,Shyam Giri Mandir (U03019),77.24775,28.6741,19-12-2021 10:01,0
CLUSTER,Rajghat3,DL1PD0570,534UP_G,Sukh Dev Vihar (U03266),77.273,28.5586,19-12-2021 10:01,40
DTC,Hari Nagar2,DL1PC8166,783DOWN_D,Janak Setu (U01079),77.1139,28.6107,19-12-2021 10:01,6
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,Maharani Bagh (U03186),77.264535,28.576677,19-12-2021 10:01,5
CLUSTER,Dichaone Kalan Cluster,DL1PD2367,753DOWN_G,Bentax (U01494),77.147667,28.644717,19-12-2021 10:01,38
CLUSTER,Rajghat3,DL1PC6607,212DOWN_C,Dilshad Garden School (U03644),77.3136,28.6808,19-12-2021 10:01,18
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,Prem Nagar (U03331),77.2801,28.5036,19-12-2021 10:01,30
DTC,Rohini2,DL1PC9692,990EXTDOWN_D,Hanuman Mandir / Shivaji Stadium (DC3719),77.214133,28.630267,19-12-2021 10:01,13
CLUSTER,Rajghat3,DL1PD0740,522CLDOWN_C,National Museum (U02559),77.218283,28.611817,19-12-2021 10:01,28
DTC,SNPD,DL1PC9197,427UP_D,Saket Crossing (U02533),77.216283,28.5179,19-12-2021 10:01,33
DTC,KANJHAWLA DTC,DL1PC9372,972UP_G,Avantika Xing (U00934),77.097,28.6982,19-12-2021 10:01,10
CLUSTER,Rajghat3,DL1PC6606,85UP_G,Rama Krishna Ashram Marg (U02367),77.2071,28.6374,19-12-2021 10:01,28
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,Shakarpur (U03345),77.281942,28.633394,19-12-2021 10:01,20
DTC,KALKAJI,DL1PC_9535,306UP_D,Kalyan Puri Terminal (DC5387),77.317713,28.617005,19-12-2021 10:01,0
DTC,Rohini3,DL1PC7062,970UP_D,Samrat Enclave (DC4294),77.140696,28.685237,19-12-2021 10:01,6
DTC,Rohini2,DL1PC9687,879DOWN_D,Tilak Pul (U00623),77.07,28.6215,19-12-2021 10:01,28
CLUSTER,BBM2,DL1PD2618,258UP_G,ISBT Nityanand Marg (DC3596),77.2253,28.668217,19-12-2021 10:01,30
CLUSTER,Rajghat3,DL1PC6607,212DOWN_C,R Block Dilshad Garden (U03654),77.3145,28.6793,19-12-2021 10:01,16
DTC,BBM DTC,DL1PC8878,26UP_D,Lodhi Colony 18-Block (U02661),77.22425,28.586733,19-12-2021 10:01,45
DTC,KALKAJI,DL1PC9037,502UP_D,Safdurjung Hospital / AIIMS (U02379),77.207733,28.56725,19-12-2021 10:01,21
CLUSTER,BBM2,DL1PD2360,258UP_G,Check Post (DC3736),77.247483,28.73905,19-12-2021 10:01,31
CLUSTER,Rajghat3,DL1PC0272,212DOWN_C,Timarpur (U02610),77.2212,28.700617,19-12-2021 10:01,40
CLUSTER,OKHLA,DL1PD0133,764UP_G,Indian Oil Station (DC3633),77.108783,28.577583,19-12-2021 10:01,46
CLUSTER,BBM2,DL1PD2618,258UP_G,Gurudwara Nanak Sar (U02931),77.240217,28.7092,19-12-2021 10:01,41
DTC,KALKAJI,DL1PC_9535,306UP_D,Super Bazar Kalyanpuri (DTC1890),77.317815,28.616892,19-12-2021 10:01,17
CLUSTER,Dilshad Gardan,DL1PC6820,534UP_G,Himalaya Apartment (U03562),77.3043,28.6322,19-12-2021 10:01,41
CLUSTER,OKHLA,DL1PD1695,781DOWN_G,J M International School (U00613),77.069217,28.595933,19-12-2021 10:01,34
DTC,RAJGHAT1,DL1PC3197,307UP_G,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2437,28.639867,19-12-2021 10:01,27
CLUSTER,Seemapuri,DL1PD3126,221UP_C,Seelampur Metro Station (U03193),77.265423,28.670783,19-12-2021 10:01,23
CLUSTER,Dilshad Gardan,DL1PC6731,543ADOWN_G,Bala Sahib Gurudwara (U03202),77.26555,28.5821,19-12-2021 10:01,39
DTC,VVD,DL1PC8955,604 CHHATARPUR_N DELHI R DOWN_D,Sena Bhawan (DC4246),77.206667,28.6082,19-12-2021 10:00,36
DTC,SNPD,DL1PC9219,794DOWN_G,SJ Hospital (U02309),77.204517,28.569483,19-12-2021 10:00,51
DTC,Sarojani Nagar,DL1PC9401,544UP_D,Pushp Vihar (U02762),77.230317,28.5247,19-12-2021 10:00,0
CLUSTER,Seemapuri,DL1PD3189,221UP_C,Maharaj Pur Check Post (U03683),77.316583,28.643267,19-12-2021 10:00,33
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Swaran Cinema (U03394),77.285917,28.663502,19-12-2021 10:00,25
CLUSTER,Dilshad Gardan,DL1PC7835,GL-23DOWN_G,Kanti Nagar Extension (U03340),77.2809,28.6704,19-12-2021 10:00,26
CLUSTER,Rajghat3,DL1PC6606,85UP_G,Gole Market (U02333),77.2055,28.6352,19-12-2021 10:00,35
DTC,SNPD,DL1PC9197,427UP_D,Asian Market (U02605),77.2208,28.5169,19-12-2021 10:00,36
CLUSTER,Dilshad Gardan,DL1PC6820,534UP_G,Neethi Apartment (U03540),77.302,28.6314,19-12-2021 10:00,31
DTC,GAZIPUR,DL1PC7173,165DOWN_D,Gopal Pur / Jagat Pur Crossing (U02643),77.224441,28.719051,19-12-2021 10:00,49
CLUSTER,Rajghat3,DL1PD4191,236DOWN_G,Sarai Rohilla (U01937),77.182156,28.662689,19-12-2021 10:00,15
DTC,Sarojani Nagar,DL1PC9404,544UP_D,Bhikaji Cama Place (U02041),77.1893,28.568,19-12-2021 10:00,5
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,Hassanpur Village (U03621),77.3103,28.6363,19-12-2021 10:00,22
CLUSTER,Seemapuri,DL1PD3189,221UP_C,Gazipur Depot (U03667),77.315817,28.64195,19-12-2021 10:00,37
CLUSTER,Sunehari Pullah,DL1PC6039,TMS(-)_G,Azadpur Terminal (U01855),77.177858,28.707944,19-12-2021 10:00,5
DTC,Dwarka Sector8,DL1PC7594,717DOWN_G,Asian Market (U02605),77.2208,28.5169,19-12-2021 10:00,21
DTC,Rohini2,DL1PC9692,990EXTDOWN_D,Gurudwara Bangla Sahib (U99767),77.2097,28.6284,19-12-2021 10:00,12
DTC,Hari Nagar2,DL1PC8166,783DOWN_D,Supply Depot (U01164),77.123367,28.606783,19-12-2021 10:00,56
CLUSTER,Sunehari Pullah,DL1PD0910,727UP_G,Shanti Niketan / RK Puram Sec 8 (U01631),77.1634,28.573033,19-12-2021 10:00,28
DTC,Rohini2,DL1PC9687,879DOWN_D,Jivan park (U00651),77.0733,28.62,19-12-2021 10:00,31
DTC,AND,DL1PC7037,680DOWN_D,Tyag Raj Marg (DC4245),77.202983,28.6091,19-12-2021 10:00,41
CLUSTER,Dilshad Gardan,DL1PC6853,623UP_G,Shakarpur Crossing (U03380),77.28495,28.635367,19-12-2021 10:00,25
CLUSTER,Sunehari Pullah,DL1PC3488,408EXTCLDOWN_C,Upper Ridge Road (U99816),77.190017,28.63215,19-12-2021 10:00,33
CLUSTER,Seemapuri,DL1PD3189,221UP_C,TELCO Gazipur (U03651),77.3154,28.6409,19-12-2021 10:00,32
CLUSTER,Seemapuri,DL1PD3126,221UP_C,Dharampura (U03184),77.262183,28.67085,19-12-2021 10:00,36
CLUSTER,Sunehari Pullah, DL1PD0794,721DOWN_G,Todapur Village (U01595),77.1592,28.6228,19-12-2021 10:00,23
CLUSTER,Dilshad Gardan,DL1PC6810,543ADOWN_G,Lajpat Nagar (Ring Road) (U02951),77.242359,28.565142,19-12-2021 10:00,36
CLUSTER,Rajghat3,DL1PD0570,534UP_G,NSIC (U03196),77.265133,28.553683,19-12-2021 10:00,44
DTC,Peera Ghari,DL1PC7174,NDRSBG DOWN_D,Dispensary Paharganj (U02482),77.2133,28.6452,19-12-2021 10:00,25
CLUSTER,Rajghat3,DL1PD0740,522CLDOWN_C,National Archives (U02575),77.2188,28.6156,19-12-2021 10:00,43
DTC,RAJGHAT1,DL1PC3077,307UP_G,Trilok Puri 27 Block Terminal (DC5136),77.30597,28.60512,19-12-2021 10:00,13
DTC,Dwarka Sector8,DL1PC7378,729UP_G,Kapashera Border (U00736),77.082442,28.522481,19-12-2021 10:00,25
CLUSTER,Kushak Nallah,DL1PC6193,445AUP_C,Nehru Place Terminal (U03110),77.2567,28.548617,19-12-2021 10:00,26
CLUSTER,Seemapuri,DL1PD2590,221UP_C,ISBT Bridge (DC3575),77.228659,28.669469,19-12-2021 10:00,18
CLUSTER,Dilshad Gardan,DL1PC6820,534UP_G,Prince Apartment (U03521),77.3008,28.63095,19-12-2021 10:00,27
CLUSTER,Dilshad Gardan,DL1PC6810,543ADOWN_G,Gupta Market (U02941),77.241433,28.564833,19-12-2021 10:00,35
DTC,Sarojani Nagar,DL1PC9462,544UP_D,Ambedkar Nagar Terminal (U02717),77.226576,28.516193,19-12-2021 10:00,22
DTC,GAZIPUR,DL1PC9248,534ADOWN_G,Hassanpur Village (U03621),77.3103,28.6363,19-12-2021 10:00,23
DTC,VVD,DL1PC8955,604 CHHATARPUR_N DELHI R DOWN_D,Tyag Raj Marg (DC4245),77.202983,28.6091,19-12-2021 10:00,42
DTC,KeshoPur,DL1PC7353,883UP_G,GTK Depot (U01588),77.158967,28.731117,19-12-2021 10:00,21
CLUSTER,Dilshad Gardan,dl1pc6479,GL-23DOWN_G,Welcome Colony (U03241),77.2698,28.6711,19-12-2021 10:00,19
DTC,VVD,DL1PC8591,523DOWN_D,Munirka Village (T) (U01800),77.173717,28.5585,19-12-2021 10:00,33
DTC,KALKAJI,DL1PC9037,502UP_D,Yusuf Sarai (U02377),77.2074,28.5626,19-12-2021 10:00,22
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Shastri Park (U03125),77.2571,28.6723,19-12-2021 10:00,34
CLUSTER,Rajghat3,DL1PD0570,534UP_G,Kalkaji Mandir (U03181),77.2645,28.55205,19-12-2021 10:00,25
CLUSTER,BBM2,DL1PD2360,258UP_G,Pusta No 5 Sonia Vihar (DC3735),77.246683,28.734467,19-12-2021 10:00,24
CLUSTER,OKHLA,DL1PD1695,781DOWN_G,Dwarka Sec 2-6 (U00585),77.0654,28.597267,19-12-2021 10:00,28
CLUSTER,Rajghat3,DL1PC0272,212DOWN_C,Balak Ram Hospital (U02635),77.223177,28.704961,19-12-2021 10:00,31
DTC,SNPD,DL1PC9197,427UP_D,Ambedkar Nagar Terminal / DIPSAR (U02679),77.223607,28.516101,19-12-2021 09:59,14
CLUSTER,Seemapuri,DL1PD2501,73DOWN_G,Hassanpur Depot (U03594),77.307233,28.636183,19-12-2021 09:59,22
CLUSTER,OKHLA,DL1PD0133,764UP_G,Prehlad Pur (DC3632),77.101783,28.579683,19-12-2021 09:59,34
DTC,Hari Nagar2,DL1PC8166,783DOWN_D,Kirbi Place (U04005A),77.128283,28.604833,19-12-2021 09:59,59
DTC,KALKAJI,DL1PC8934,522SPL_UP_P2_D,Chirag Delhi (U02799),77.232083,28.540967,19-12-2021 09:59,30
CLUSTER,OKHLA,DL1PD1694,794DOWN_G,Nizamuddin Railway Station (U03066),77.253045,28.586325,19-12-2021 09:59,0
DTC,AND,DL1PC7037,680DOWN_D,Sena Bhawan (DC4246),77.206667,28.6082,19-12-2021 09:59,35
CLUSTER,Rajghat3,DL1PC0272,212DOWN_C,Police Station Timarpur (U02656),77.223917,28.707017,19-12-2021 09:59,28
DTC,SNPD,DL1PC9197,427UP_D,DIPSAR College of Pharmacy (U02653),77.224366,28.516211,19-12-2021 09:59,14
CLUSTER,Dilshad Gardan,DL1PC7835,GL-23DOWN_G,East Azad Nagar (U03384),77.283917,28.666167,19-12-2021 09:59,27
DTC,GAZIPUR,DL1PC9248,534ADOWN_G,Hassanpur Depot (U03594),77.307233,28.636183,19-12-2021 09:59,35
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,Nehru Nagar (U03074),77.253994,28.569338,19-12-2021 09:59,23
DTC,Rohini3,DL1PC7062,970UP_D,Shakur Pur Ba Block (DTC1852),77.145322,28.684379,19-12-2021 09:59,10
DTC,GAZIPUR,DL1PC7173,165DOWN_D,Gandhi Vihar (U02538),77.2165,28.7223,19-12-2021 09:59,27
CLUSTER,Seemapuri,DL1PD2515,205A_DOWN_C,Dharam Pura (U03167),77.261917,28.670717,19-12-2021 09:59,38
CLUSTER,Rajghat3,DL1PC6606,85UP_G,Shaheed Bhagat Singh Marg (U02415),77.2092,28.6334,19-12-2021 09:59,30
DTC,Rohini2,DL1PC9687,879DOWN_D,C1 Janak Puri (U00685),77.0771,28.6178,19-12-2021 09:59,25
DTC,Narela,DL1PC9240,103UP_G,Narela Terminal (DC4539),77.088059,28.852004,19-12-2021 09:59,0
DTC,Dwarka Sector8,DL1PC7594,717DOWN_G,DIPSAR College of Pharmacy (U02653),77.224366,28.516211,19-12-2021 09:59,15
DTC,KALKAJI,DL1PC9037,502UP_D,Green Park (U02357),77.206733,28.558583,19-12-2021 09:59,30
DTC,Dwarka Sector8,DL1PC7378,729UP_G,Kapashera Village (U00759),77.0837,28.524517,19-12-2021 09:59,35
DTC,KeshoPur,DL1PC7353,883UP_G,Jahangir Puri Metro Station (DC3600),77.161583,28.7273,19-12-2021 09:59,19
DTC,Hari Nagar2,DL1PC8166,783DOWN_D,Thimiyan Park (NS0256),77.133517,28.602817,19-12-2021 09:59,39
CLUSTER,Dilshad Gardan,DL1PC6820,534UP_G,Mithla Apartment Chandar Vihar (U03506),77.2992,28.6329,19-12-2021 09:59,31
CLUSTER,Dilshad Gardan,DL1PC6518,311AUP_C,PG DAV College / Sri Niwaspuri (U03062),77.253044,28.567255,19-12-2021 09:59,44
CLUSTER,BBM2,DL1PD3633,211DOWN_G,Krishna Nagar A Block (U03404),77.2878,28.661,19-12-2021 09:59,32
DTC,Dwarka Sector8,DL1PC7378,729UP_G,Kapashera Crossing (U99639),77.08675,28.528867,19-12-2021 09:59,12
DTC,AND,DL1PC7037,680DOWN_D,Sunheri Masjid/G Block (U02422),77.2097,28.6096,19-12-2021 09:59,39
DTC,Rohini2,DL1PC9127,181ADOWN_G,Subhadra Colony (U01945),77.184219,28.671105,19-12-2021 09:58,31
DTC,GTK Depot,DL1PC8775,861DOWN_D,Britannia (U01478),77.149149,28.684893,19-12-2021 09:58,28
DTC,Dwarka Sector8,DL1PC7594,717DOWN_G,Ambedkar Nagar Terminal (U02702),77.225686,28.515949,19-12-2021 09:58,21
DTC,KANJHAWLA DTC,DL1PC9372,972UP_G,Mangol Pur Khurd (U00892),77.094333,28.700133,19-12-2021 09:58,13
CLUSTER,Rajghat3,DL1PD4191,236DOWN_G,Liberty Cinema (U99836),77.1888,28.6598,19-12-2021 09:58,21
DTC,Rohini2,DL1PC9692,990EXTDOWN_D,Gole Market (Sahitya Sadan) (U02329),77.2053,28.6289,19-12-2021 09:58,47
CLUSTER,Seemapuri,DL1PD2590,221UP_C,ISBT Nityanand Marg (U02690),77.225091,28.668342,19-12-2021 09:58,5
CLUSTER,BBM2,DL1PD2360,258UP_G,Sonia Vihar (DC3732),77.246233,28.7324,19-12-2021 09:58,27
CLUSTER,Dilshad Gardan,DL1PC7982,543ADOWN_G,Gazipur Depot (U03667),77.315817,28.64195,19-12-2021 09:58,37
DTC,VVD,DL1PC8955,604 CHHATARPUR_N DELHI R DOWN_D,Teen Murti (DC4243),77.198917,28.606083,19-12-2021 09:58,32
CLUSTER,Seemapuri,DL1PD3189,221UP_C,TELCO Gazipur (U03651),77.3154,28.6409,19-12-2021 09:58,36
CLUSTER,OKHLA,DL1PD0133,764UP_G,Palam Colony Flyover (U00809),77.096082,28.581392,19-12-2021 09:58,27
CLUSTER,OKHLA,DL1PC6308,717ADOWN_G,MB Road (U03287),77.276283,28.5058,19-12-2021 09:58,32
CLUSTER,Dilshad Gardan,DL1PC7982,543ADOWN_G,TELCO Gazipur (U03651),77.3154,28.6409,19-12-2021 09:58,43
DTC,BBM DTC,DL1PC8878,26UP_D,Dayal Singh College (U02760),77.228983,28.592183,19-12-2021 09:58,15
CLUSTER,Seemapuri,DL1PD3189,221UP_C,Gazipur Depot (U03667),77.315817,28.64195,19-12-2021 09:58,35
CLUSTER,BBM2,DL1PD2254,211DOWN_G,Dharam Pura (U03167),77.261917,28.670717,19-12-2021 09:58,29
DTC,KALKAJI,DL1PC_9535,306UP_D,Chand Cinema (U03637),77.3125,28.612983,19-12-2021 09:58,30
CLUSTER,Sunehari Pullah,DL1PC3488,408EXTCLDOWN_C,Talkatora Stadium (U02147),77.196417,28.626217,19-12-2021 09:58,22
CLUSTER,BBM2,DL1PD2618,258UP_G,Wazirabad Crossing (U02737),77.228167,28.711467,19-12-2021 09:58,20
CLUSTER,Rajghat3,DL1PC6606,85UP_G,Shivaji Stadium Terminal (U02514),77.21545,28.633083,19-12-2021 09:58,17
DTC,Rohini2,DL1PC9127,181ADOWN_G,Shastri Nagar A Block (U01992),77.186038,28.672401,19-12-2021 09:58,23
CLUSTER,Rajghat3,DL1PC0272,212DOWN_C,Nehru Vihar Xing (U02701),77.225983,28.708883,19-12-2021 09:58,13
