ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,LAST POI DETAIL,FENSE BREAKING LONGITUDE,FENSE BREAKING LATITUDE,FENSE BREAKING TIME,SPEED WITH TIME STAMP,RETURN TO FENSE WITH TIME STAMP
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223396,28.6679,2021-12-19 09:03:59,12.0,
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223396,28.6679,2021-12-19 09:03:59,12.0,
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223396,28.6679,2021-12-19 09:03:59,12.0,2021-12-19 09:04:07
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223396,28.6679,2021-12-19 09:03:59,12.0,2021-12-19 09:04:07
RAJGHAT-1,RAJGHAT1,DL1PC7882,,Delhi Gate (U02885),77.223396,28.6679,2021-12-19 09:03:59,12.0,2021-12-19 09:04:07
RAJGHAT-1,RAJGHAT1,DL1PC7995,,DTC Rajghat Depot (DC3889),77.089897,28.533701,2021-12-19 09:03:54,19.0,
RAJGHAT-1,RAJGHAT1,DL1PC7995,,DTC Rajghat Depot (DC3889),77.089897,28.533701,2021-12-19 09:03:54,19.0,2021-12-19 09:03:56
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,2021-12-19 09:03:54
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,2021-12-19 09:03:54
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,2021-12-19 09:03:54
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,2021-12-19 09:03:54
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,2021-12-19 09:03:54
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,
RAJGHAT -III,Rajghat3,DL1PC6906,,,77.232002,28.5413,2021-12-19 09:03:52,12.0,2021-12-19 09:03:54
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.256798,28.598301,2021-12-19 09:03:39,51.0,2021-12-19 09:03:43
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.256798,28.598301,2021-12-19 09:03:39,51.0,
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.256798,28.598301,2021-12-19 09:03:39,51.0,2021-12-19 09:31:12
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.256798,28.598301,2021-12-19 09:03:39,51.0,2021-12-19 09:34:23
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.256798,28.598301,2021-12-19 09:03:39,51.0,
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.2565,28.597799,2021-12-19 09:03:34,50.0,2021-12-19 09:03:37
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.2565,28.597799,2021-12-19 09:03:34,50.0,
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.2565,28.597799,2021-12-19 09:03:34,50.0,2021-12-19 09:03:37
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.2565,28.597799,2021-12-19 09:03:34,50.0,
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.2565,28.597799,2021-12-19 09:03:34,50.0,2021-12-19 09:31:12
TEHKHAND ,TEHKHAND,DL1PC7772,,Lal Kuan (U03361),77.2565,28.597799,2021-12-19 09:03:34,50.0,2021-12-19 09:38:06
RAJGHAT-1,RAJGHAT1,DL1PC3357,,Turkman Gate / GB Pant Hospital (U02820),77.232399,28.6418,2021-12-19 09:03:27,12.0,
RAJGHAT-1,RAJGHAT1,DL1PC3357,,Turkman Gate / GB Pant Hospital (U02820),77.232399,28.6418,2021-12-19 09:03:27,12.0,
RAJGHAT-1,RAJGHAT1,DL1PC3357,,Turkman Gate / GB Pant Hospital (U02820),77.232399,28.6418,2021-12-19 09:03:27,12.0,2021-12-19 09:03:29
RAJGHAT-1,RAJGHAT1,DL1PC7995,,DTC Rajghat Depot (DC3889),77.088799,28.5322,2021-12-19 09:03:26,41.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7795,,Shivaji Park (U02663),77.304199,28.490499,2021-12-19 09:03:25,0.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,2021-12-19 09:03:27
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,2021-12-19 09:03:27
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,2021-12-19 09:03:27
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,
TEHKHAND ,TEHKHAND,DL1PC7552,,,77.296898,28.498699,2021-12-19 09:03:17,44.0,2021-12-19 09:03:27
RAJGHAT-1,RAJGHAT1,DL1PC3174,,Jama Masjid (U02879),77.302696,28.5821,2021-12-19 09:03:13,36.0,
RAJGHAT-1,RAJGHAT1,DL1PC3174,,Jama Masjid (U02879),77.302696,28.5821,2021-12-19 09:03:13,36.0,2021-12-19 09:03:25
RAJGHAT-1,RAJGHAT1,DL1PC3077,,Trilok Puri 27 Block Terminal (DC5136),77.2528,28.638399,2021-12-19 09:03:03,22.0,2021-12-19 09:06:00
RAJGHAT-1,RAJGHAT1,DL1PC3077,,Trilok Puri 27 Block Terminal (DC5136),77.2528,28.638399,2021-12-19 09:03:03,22.0,2021-12-19 09:04:25
TEHKHAND ,TEHKHAND,DL1PC7811,,E.S.I. Hospital (U99867),77.280998,28.510799,2021-12-19 09:03:00,19.0,
TEHKHAND ,TEHKHAND,DL1PC7811,,E.S.I. Hospital (U99867),77.280998,28.510799,2021-12-19 09:03:00,19.0,
TEHKHAND ,TEHKHAND,DL1PC7811,,E.S.I. Hospital (U99867),77.280998,28.510799,2021-12-19 09:03:00,19.0,
TEHKHAND ,TEHKHAND,DL1PC7811,,E.S.I. Hospital (U99867),77.280998,28.510799,2021-12-19 09:03:00,19.0,
TEHKHAND ,TEHKHAND,DL1PC7811,,E.S.I. Hospital (U99867),77.280998,28.510799,2021-12-19 09:03:00,19.0,
TEHKHAND ,TEHKHAND,DL1PC7811,,E.S.I. Hospital (U99867),77.280998,28.510799,2021-12-19 09:03:00,19.0,
TEHKHAND ,TEHKHAND,DL1PC7811,,E.S.I. Hospital (U99867),77.280998,28.510799,2021-12-19 09:03:00,19.0,
TEHKHAND ,TEHKHAND,DL1PC7811,,E.S.I. Hospital (U99867),77.280998,28.510799,2021-12-19 09:03:00,19.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,2021-12-19 10:02:24
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,2021-12-19 09:03:35
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,2021-12-19 09:03:35
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,2021-12-19 09:03:35
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,2021-12-19 09:03:35
RAJGHAT-1,RAJGHAT1,DL1PC3185,,Delhi Gate / Ambedkar Stadium Terminal (U02967),77.2472,28.6301,2021-12-19 09:03:00,43.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252701,28.635201,2021-12-19 09:02:58,0.0,
RAJGHAT-1,RAJGHAT1,DL1PC7995,,DTC Rajghat Depot (DC3889),77.0877,28.5305,2021-12-19 09:02:39,32.0,2021-12-19 09:02:41
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:33:42
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT -III,Rajghat3,DL1PD1451,,,77.2174,28.6308,2021-12-19 09:02:18,37.0,2021-12-19 09:02:20
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.111603,28.834101,2021-12-19 09:02:04,7.0,2021-12-19 09:02:17
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.111603,28.834101,2021-12-19 09:02:04,7.0,2021-12-19 09:02:17
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.111603,28.834101,2021-12-19 09:02:04,7.0,
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.111603,28.834101,2021-12-19 09:02:04,7.0,2021-12-19 09:02:17
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.111603,28.834101,2021-12-19 09:02:04,7.0,2021-12-19 09:02:17
RAJGHAT-1,RAJGHAT1,DL1PC9897,,DTC Rajghat Depot (DC3889),77.111603,28.834101,2021-12-19 09:02:04,7.0,2021-12-19 09:10:59
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,2021-12-19 09:02:04
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,2021-12-19 09:02:04
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,2021-12-19 09:02:04
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,
RAJGHAT-1,RAJGHAT1,DL1PC7991,,Old Delhi Railway Station (T) (U02686),77.137199,28.7349,2021-12-19 09:02:02,17.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,2021-12-19 09:04:41
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,2021-12-19 09:04:41
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,2021-12-19 09:04:41
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,
TEHKHAND ,TEHKHAND,DL1PC7586,,,77.281403,28.5103,2021-12-19 09:02:02,0.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252899,28.635201,2021-12-19 09:01:59,23.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252899,28.635201,2021-12-19 09:01:59,23.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252899,28.635201,2021-12-19 09:01:59,23.0,
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252899,28.635201,2021-12-19 09:01:59,23.0,2021-12-19 09:02:36
RAJGHAT -III,Rajghat3,DL1PC6627,,Chirag Delhi (U02799),77.252899,28.635201,2021-12-19 09:01:59,23.0,2021-12-19 09:02:36
TEHKHAND ,TEHKHAND,DL1PC8071,,Prithviraj Road Crossing (U02590),77.218597,28.6152,2021-12-19 09:01:56,48.0,2021-12-19 09:05:14
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,2021-12-19 09:17:57
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,2021-12-19 09:17:57
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,2021-12-19 09:17:57
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,2021-12-19 09:17:57
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.217796,28.630199,2021-12-19 09:01:50,26.0,
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.2565,28.671499,2021-12-19 09:01:48,30.0,2021-12-19 09:01:49
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.2565,28.671499,2021-12-19 09:01:48,30.0,2021-12-19 09:01:49
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.2565,28.671499,2021-12-19 09:01:48,30.0,2021-12-19 09:01:49
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.2565,28.671499,2021-12-19 09:01:48,30.0,
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.2565,28.671499,2021-12-19 09:01:48,30.0,2021-12-19 10:05:18
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.2565,28.671499,2021-12-19 09:01:48,30.0,2021-12-19 09:01:49
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.219101,28.629999,2021-12-19 09:01:37,47.0,2021-12-19 09:01:39
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.219101,28.629999,2021-12-19 09:01:37,47.0,
RAJGHAT-1,RAJGHAT1,DL1PC7998,,ISBT Kashmere Gate (U99914),77.219101,28.629999,2021-12-19 09:01:37,47.0,2021-12-19 09:01:39
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.255798,28.6717,2021-12-19 09:01:36,30.0,
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.255798,28.6717,2021-12-19 09:01:36,30.0,2021-12-19 09:01:46
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.255798,28.6717,2021-12-19 09:01:36,30.0,2021-12-19 09:01:46
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.255798,28.6717,2021-12-19 09:01:36,30.0,
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.255798,28.6717,2021-12-19 09:01:36,30.0,
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.255798,28.6717,2021-12-19 09:01:36,30.0,2021-12-19 09:01:46
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.255798,28.6717,2021-12-19 09:01:36,30.0,2021-12-19 09:01:46
RAJGHAT -III,Rajghat3,DL1PD4297,,Nangloi JJ Colony Lokesh Cinema (U00576),77.255798,28.6717,2021-12-19 09:01:36,30.0,
RAJGHAT-1,RAJGHAT1,DL1PC9605,,,77.239197,28.6495,2021-12-19 09:01:34,15.0,
RAJGHAT-1,RAJGHAT1,DL1PC9605,,,77.239197,28.6495,2021-12-19 09:01:34,15.0,
