ORGNIZATION NAME (TD/ DTC),DEPOT NAME,BUS NO,BUS ROUTE,LAST POI DETAIL,FENSE BREAKING LONGITUDE,FENSE BREAKING LATITUDE,FENSE BREAKING TIME,SPEED WITH TIME STAMP,RETURN TO FENSE WITH TIME STAMP
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
RAJGHAT -III,Rajghat3,DL1PD0612,,Khirki Village (U02589),77.252899,28.642401,2021-12-18 23:39:16,0.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281502,28.511,2021-12-18 23:39:16,7.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,2021-12-19 01:50:48
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT -III,Rajghat3,DL1PC6723,,Maharaj Pur Check Post (U03683),77.253601,28.6418,2021-12-18 23:39:15,0.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
RAJGHAT-1,RAJGHAT1,DL1PC3073,,,77.2276,28.6684,2021-12-18 23:38:48,24.0,2021-12-18 23:38:50
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
TEHKHAND ,TEHKHAND,DL1PC7613,,,77.282097,28.510799,2021-12-18 23:38:44,0.0,
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,2021-12-18 23:38:16
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,2021-12-18 23:38:16
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,2021-12-18 23:38:16
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,2021-12-18 23:38:16
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,2021-12-18 23:38:16
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,2021-12-18 23:38:16
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,2021-12-18 23:38:16
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,
RAJGHAT -III,Rajghat3,DL1PD4242,,,77.298798,28.643801,2021-12-18 23:38:03,25.0,
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT-1,RAJGHAT1,DL1PC3079,,DTC Rajghat Depot (DC3889),77.2481,28.658701,2021-12-18 23:37:54,39.0,2021-12-18 23:38:02
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
RAJGHAT -III,Rajghat3,DL1PD0573,,ISBT Anand Vihar (U03688),77.252502,28.643,2021-12-18 23:37:39,0.0,
TEHKHAND ,TEHKHAND,DL1PC7554,,South Extension 2 (DTC1881),77.209503,28.5429,2021-12-18 23:37:26,35.0,2021-12-19 02:44:26
TEHKHAND ,TEHKHAND,DL1PC7554,,South Extension 2 (DTC1881),77.209503,28.5429,2021-12-18 23:37:26,35.0,
TEHKHAND ,TEHKHAND,DL1PC8071,,Prithviraj Road Crossing (U02590),77.282501,28.509899,2021-12-18 23:37:24,0.0,
TEHKHAND ,TEHKHAND,DL1PC8071,,Prithviraj Road Crossing (U02590),77.282501,28.509899,2021-12-18 23:37:24,0.0,
TEHKHAND ,TEHKHAND,DL1PC8071,,Prithviraj Road Crossing (U02590),77.282501,28.509899,2021-12-18 23:37:24,0.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,
RAJGHAT -III,Rajghat3,DL1PC6905,,Maharaj Pur Check Post (U03683),77.286697,28.6362,2021-12-18 23:37:03,33.0,2021-12-18 23:37:03
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,2021-12-18 23:36:15
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,2021-12-18 23:36:15
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,2021-12-18 23:36:15
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,2021-12-18 23:36:15
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,2021-12-18 23:36:15
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,2021-12-18 23:36:15
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,2021-12-18 23:36:15
TEHKHAND ,TEHKHAND,DL1PC7557,,R K Puram Sec-1 (U01848),77.281403,28.5123,2021-12-18 23:36:13,17.0,2021-12-18 23:36:15
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT -III,Rajghat3,DL1PD0272,,Dispensary Paharganj (U02482),77.252998,28.643101,2021-12-18 23:36:04,16.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,2021-12-18 23:39:18
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,2021-12-18 23:39:18
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,2021-12-18 23:39:18
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,2021-12-18 23:39:18
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,2021-12-18 23:39:18
RAJGHAT-1,RAJGHAT1,DL1PC3234,,,77.221802,28.6357,2021-12-18 23:35:49,35.0,
